play,yardage,median_deviation,mean_deviation,heuristic,algorithm,speed_coefficient
play2525-game2020110101.csv,2.5600000000000023,10.746721343490044,13.285266611543832,euclidean,astar,optimal
play2525-game2020110101.csv,2.5600000000000023,10.746721343490044,13.285266611543832,yardage,astar,optimal
play1000-game2020122602.csv,-2.9299999999999926,11.011885758310553,13.051344239994577,optimal,astar,optimal
play1000-game2020122705.csv,19.059999999999988,12.596016204700383,14.265564915165156,optimal,astar,optimal
play1000-game2021010304.csv,4.519999999999996,5.156544785283384,5.290779514979084,optimal,astar,optimal
play1002-game2020100410.csv,8.060000000000002,6.595149736424655,13.47005642939555,optimal,astar,optimal
play1005-game2020092003.csv,15.839999999999996,3.7619144062564747,3.659778722828535,optimal,astar,optimal
play1009-game2020121308.csv,10.269999999999996,5.9648668378409075,6.355536281935815,optimal,astar,optimal
play1011-game2020112211.csv,8.57999999999997,6.723842671765339,9.117375906022648,optimal,astar,optimal
play1018-game2020113000.csv,6.070000000000007,8.172449956543023,7.341614030960601,optimal,astar,optimal
play1025-game2020092007.csv,9.100000000000016,27.11233312644169,25.671978342903547,optimal,astar,optimal
play1026-game2020112909.csv,4.200000000000003,16.893687142438683,17.255378920492177,optimal,astar,optimal
play1027-game2020121312.csv,1.3699999999999903,21.387270273829884,21.25084614388503,optimal,astar,optimal
play1033-game2020092004.csv,7.1000000000000085,7.5676362915058295,13.625482248434075,optimal,astar,optimal
play1063-game2020101109.csv,,,,optimal,astar,optimal
play1065-game2020121313.csv,-2.1199999999999903,14.601174921691833,18.573719392415057,optimal,astar,optimal
play1071-game2020110806.csv,5.75,17.863314385757768,20.784008170008583,optimal,astar,optimal
play1073-game2020091308.csv,2.3799999999999955,4.546863476914032,8.046356721757594,optimal,astar,optimal
play1075-game2020110811.csv,16.400000000000006,9.856532716431415,11.176602460154273,optimal,astar,optimal
play1088-game2020102513.csv,7.8500000000000085,4.729451850776604,7.775726515425854,optimal,astar,optimal
play1090-game2021010306.csv,4.809999999999988,9.801752993761255,12.573435392630499,optimal,astar,optimal
play1096-game2020100400.csv,6.079999999999998,8.50788191582998,11.730973016985754,optimal,astar,optimal
play1107-game2020110112.csv,29.099999999999994,6.359792867306216,11.73210324994477,optimal,astar,optimal
play1107-game2020111507.csv,67.36000000000001,3.4379253475815212,6.055316002031398,optimal,astar,optimal
play1118-game2020101805.csv,10.100000000000009,7.471156322974281,13.211598157076141,optimal,astar,optimal
play1121-game2020112202.csv,,,,optimal,astar,optimal
play1125-game2020111501.csv,12.400000000000006,4.475125357403098,6.52182385871843,optimal,astar,optimal
play1131-game2021010307.csv,8.039999999999992,4.881807624507842,5.332510640954317,optimal,astar,optimal
play1135-game2020112211.csv,4.930000000000007,1.0140557053939787,2.1786615670107006,optimal,astar,optimal
play1140-game2020111504.csv,-1.6799999999999926,7.550748487989318,10.951855112523267,optimal,astar,optimal
play1151-game2020102503.csv,3.9499999999999886,6.957211021583028,13.52834765635818,optimal,astar,optimal
play1155-game2020091302.csv,21.549999999999997,3.8064808505585184,6.828072706031179,optimal,astar,optimal
play1157-game2020113000.csv,12.290000000000006,27.056046560305155,18.208095845945742,optimal,astar,optimal
play116-game2021010301.csv,8.770000000000003,7.356965139221689,13.134730322352484,optimal,astar,optimal
play1164-game2020112910.csv,3.6700000000000017,9.454720172860819,12.069917405032037,optimal,astar,optimal
