Id,play,yardage,deviation
0,play1663-game2020120604.csv,8.670000000000002,6.499207644013232
0,play123-game2020122602.csv,7.36999999999999,7.567331101517887
0,play1155-game2020091302.csv,,
0,play1000-game2020122602.csv,-2.9299999999999926,80.95308624614003
0,play1428-game2020101200.csv,,
0,play1065-game2020121313.csv,-2.1199999999999903,6.437070979908771
0,play120-game2020101813.csv,14.11,13.37691529705944
0,play1667-game2020112203.csv,8.530000000000001,10.92301201250292
0,play1597-game2020091308.csv,7.469999999999999,19.669900621529514
0,play1535-game2021010314.csv,,
0,play1287-game2020122007.csv,12.940000000000012,11.805528365981763
0,play1351-game2020092800.csv,9.340000000000003,32.99007302848289
0,play1232-game2020121900.csv,2.6500000000000057,9.116144576637033
0,play1157-game2020113000.csv,,
0,play1767-game2020111512.csv,20.549999999999997,22.50765825121285
0,play1071-game2020110806.csv,5.75,5.647888101530317
0,play1359-game2021010315.csv,5.990000000000009,6.6447641662310435
0,play1539-game2020110108.csv,3.799999999999997,8.158410786248659
0,play120-game2020112211.csv,0.5699999999999932,13.564014892353962
0,play1232-game2021010309.csv,,
0,play1674-game2020100404.csv,,
0,play129-game2020101200.csv,17.760000000000005,11.7973249659065
0,play143-game2020111507.csv,,
0,play144-game2020092004.csv,0.37000000000000455,0.9455831091791442
0,play1598-game2020110102.csv,8.639999999999986,8.898646213319427
0,play116-game2021010301.csv,8.770000000000003,20.894185623305507
0,play160-game2020101807.csv,-1.3799999999999955,12.4033507741029
0,play136-game2020122709.csv,,
0,play1073-game2020091308.csv,2.3799999999999955,11.325996847107216
0,play1000-game2020122705.csv,19.059999999999988,17.934074221490846
0,play120-game2020122100.csv,6.740000000000009,7.923265078242686
0,play1677-game2020112202.csv,8.959999999999994,15.933412129271716
0,play1246-game2020110808.csv,12.64,12.703523129265626
0,play1000-game2021010304.csv,4.519999999999996,5.543727359927272
0,play144-game2020102509.csv,9.400000000000006,12.781932867506601
0,play130-game2020120602.csv,9.940000000000012,11.539588159383182
0,play154-game2020112901.csv,18.35000000000001,18.08262397313333
0,play1164-game2020112910.csv,,
0,play177-game2020111505.csv,13.61999999999999,13.702178658884867
0,play1203-game2020100100.csv,12.430000000000007,7.880761384536395
0,play1607-game2020112210.csv,8.099999999999994,9.160745082853527
0,play1075-game2020110811.csv,,
0,play1692-game2020092702.csv,10.86,11.857716995184399
0,play1246-game2020111503.csv,,
0,play130-game2020121311.csv,6.109999999999999,10.034625055277353
0,play1002-game2020100410.csv,8.060000000000002,17.518721414532514
0,play1363-game2020091307.csv,-6.5,8.333912260623167
0,play1780-game2020102513.csv,8.830000000000013,11.041417367284566
0,play1366-game2020092009.csv,-0.01999999999999602,8.825167625293808
0,play1441-game2020112906.csv,5.989999999999995,7.3044164722447205
0,play1174-game2020110802.csv,8.960000000000008,9.894023520015185
0,play154-game2020122711.csv,12.880000000000003,9.339709158272594
0,play161-game2020112900.csv,6.449999999999989,8.053984433080252
0,play1783-game2020110106.csv,-0.05999999999998806,5.9488927181472935
0,play1208-game2021010313.csv,6.280000000000001,9.687359061546537
0,play1088-game2020102513.csv,,
0,play130-game2020122704.csv,9.680000000000007,16.446640637792495
0,play1005-game2020092003.csv,15.839999999999996,12.694033883317886
0,play170-game2020122002.csv,,
0,play1250-game2020120610.csv,13.079999999999998,11.696820878998743
0,play1450-game2020113000.csv,4.8799999999999955,9.970295883272472
0,play1174-game2021010308.csv,,
0,play1545-game2020092713.csv,14.140000000000015,11.070653361757994
0,play1552-game2020122711.csv,-0.4399999999999977,42.59283311023123
0,play1090-game2021010306.csv,4.809999999999988,8.553859234289373
0,play1306-game2020110108.csv,12.629999999999995,15.499764187222613
0,play137-game2020091302.csv,15.840000000000003,19.541000042081926
0,play121-game2020110806.csv,4.0,10.524431802862978
0,play1008-game2020091401.csv,,
0,play1788-game2020101300.csv,,
0,play1556-game2020091400.csv,0.9500000000000028,12.906195231535175
0,play1612-game2020101813.csv,,
0,play1711-game2020102512.csv,,
0,play1458-game2020101100.csv,,
0,play1096-game2020100400.csv,6.079999999999998,7.661906748790017
0,play1373-game2020122012.csv,-0.6700000000000017,5.6969881636465995
0,play1009-game2020121308.csv,10.269999999999996,6.110523709143103
0,play1175-game2020112901.csv,2.010000000000005,6.890145136352357
0,play1253-game2020092800.csv,14.329999999999998,12.877919086560523
0,play1306-game2020120607.csv,16.570000000000007,14.02000568831366
0,play1564-game2020112907.csv,13.449999999999989,13.328994578783632
0,play121-game2020121310.csv,-1.7199999999999989,17.330026469366874
0,play1615-game2020092711.csv,12.690000000000012,12.314438390664503
0,play179-game2021010305.csv,9.0,16.159967923983736
0,play1620-game2020121900.csv,-0.46999999999999886,1.8435834670553928
0,play1621-game2020092003.csv,,
0,play1107-game2020110112.csv,,
0,play1011-game2020112211.csv,,
0,play1377-game2020101805.csv,11.109999999999985,14.14488246681463
0,play1566-game2020110110.csv,,
0,play118-game2021010311.csv,11.599999999999994,13.520416943597166
0,play1015-game2020092100.csv,5.159999999999997,9.056007989034585
0,play1258-game2020112905.csv,,
0,play121-game2020122003.csv,17.489999999999995,15.062006097769231
0,play131-game2020101901.csv,1.9200000000000017,17.142299208134638
0,play1631-game2020122800.csv,5.75,10.769870008500561
0,play1566-game2020122600.csv,7.469999999999999,17.61300553122536
0,play1719-game2020120607.csv,0.730000000000004,34.04737427847804
0,play1798-game2020120702.csv,,
0,play1107-game2020111507.csv,,
0,play1459-game2020121305.csv,-6.959999999999994,29.550730993611833
0,play126-game2020110109.csv,,
0,play1394-game2020122709.csv,21.10000000000001,11.930086289855717
0,play1018-game2020113000.csv,6.070000000000007,6.227399136075988
0,play1633-game2020092707.csv,,
0,play122-game2020101109.csv,6.6299999999999955,17.22580444267338
0,play1180-game2020121311.csv,1.6099999999999994,15.420301421099579
0,play157-game2020112202.csv,6.539999999999992,17.106082773661836
0,play1468-game2020122012.csv,9.049999999999997,16.30800873911408
0,play1025-game2020092007.csv,9.100000000000009,12.492984223924516
0,play140-game2020092010.csv,4.400000000000006,12.916861260883447
0,play122-game2020101805.csv,9.519999999999996,15.029568789911817
0,play1118-game2020101805.csv,10.100000000000009,13.259221547719816
0,play1121-game2020112202.csv,,
0,play1182-game2020100401.csv,8.909999999999997,21.246313467191595
0,play1637-game2020120601.csv,,
0,play126-game2020122010.csv,15.290000000000006,11.951080801591019
0,play1720-game2021010304.csv,-0.7000000000000028,8.060793581956709
0,play1310-game2020092706.csv,17.629999999999995,19.440215644316307
0,play1639-game2020101109.csv,5.049999999999997,19.45088708178146
0,play1183-game2020101112.csv,-1.0700000000000074,2.245647377071796
0,play1801-game2020112202.csv,11.439999999999998,13.188751746642229
0,play1406-game2020121309.csv,11.620000000000005,9.589025795665478
0,play1575-game2020102513.csv,,
0,play174-game2020112908.csv,-15.040000000000006,19.23712969242956
0,play1026-game2020112909.csv,4.200000000000003,19.2239721524927
0,play1125-game2020111501.csv,12.400000000000006,18.29183660543925
0,play1473-game2020110106.csv,,
0,play122-game2020111503.csv,17.099999999999994,12.893096169709924
0,play141-game2020101102.csv,,
0,play181-game2020120603.csv,1.5100000000000051,11.66110478427746
0,play1744-game2020122003.csv,10.530000000000001,9.255468653720348
0,play1643-game2020091400.csv,11.339999999999996,8.824679253608997
0,play1265-game2020092003.csv,11.419999999999987,10.844828326296224
0,play1311-game2020112207.csv,5.8700000000000045,9.807862465807675
0,play1579-game2020101110.csv,5.709999999999994,11.379969244246668
0,play122-game2020121700.csv,10.269999999999996,8.344003835090202
0,play1479-game2021010315.csv,3.1200000000000045,9.125857143034215
0,play1131-game2021010307.csv,8.039999999999992,11.910543010253653
0,play1183-game2020120609.csv,13.27000000000001,10.152290381977853
0,play1414-game2020112206.csv,-0.21999999999999886,15.22038986326745
0,play1027-game2020121312.csv,1.3699999999999903,16.396195675369647
