,x,y,t
0,57.01047619047619,8.689047619047619,1.7621056656515093
1,56.100952380952386,9.22809523809524,6.032017636972641
2,55.191428571428574,9.767142857142858,7.778298918037038
3,54.28190476190476,10.306190476190476,9.523132966694012
4,53.37238095238095,10.845238095238095,11.488149865599318
5,52.462857142857146,11.384285714285713,13.221373474131632
6,51.553333333333335,11.923333333333334,14.947136327735155
7,50.64380952380952,12.462380952380952,16.773315506784286
8,49.73428571428572,13.001428571428571,18.208478660974247
9,48.82476190476191,13.540476190476191,17.201614361959447
10,47.915238095238095,14.07952380952381,16.31355510165995
11,47.00571428571429,14.618571428571428,15.512630833758415
12,46.09619047619048,15.157619047619047,15.06528926743442
13,45.18666666666667,15.696666666666665,13.503992362756069
14,44.277142857142856,16.235714285714288,11.220602625384325
15,43.367619047619044,16.774761904761903,9.173228492803696
16,42.45809523809524,17.313809523809525,7.18576597168809
17,41.54857142857143,17.85285714285714,5.3119716413125255
18,40.639047619047616,18.39190476190476,3.532970516154584
19,39.72952380952381,18.93095238095238,1.7628817670824843
20,38.15428571428571,19.727142857142855,1.1894185778303559
21,37.488571428571426,19.984285714285715,2.437851201236274
22,36.822857142857146,20.24142857142857,3.6638984884679116
23,36.15714285714286,20.498571428571427,4.895253997573756
24,35.49142857142857,20.755714285714284,6.1315070864794095
25,34.825714285714284,21.012857142857143,7.532812876750269
26,34.16,21.27,8.781581532188952
27,33.494285714285716,21.527142857142856,10.027768989823366
28,32.82857142857143,21.784285714285716,11.270783513935882
29,32.16285714285714,22.041428571428572,12.510312274760123
30,31.497142857142858,22.298571428571428,12.556829645032213
31,30.83142857142857,22.555714285714284,11.410372566650588
32,30.165714285714287,22.812857142857144,10.260491349198832
33,29.5,23.07,9.062022825028125
34,28.834285714285713,23.327142857142857,7.6658563375968765
35,28.16857142857143,23.584285714285713,6.497696003766087
36,27.502857142857145,23.841428571428573,5.327728289857386
37,26.837142857142858,24.09857142857143,4.156225057732863
38,26.17142857142857,24.355714285714285,2.983495664319145
39,25.505714285714287,24.612857142857145,1.1913244622010961
40,56.34476190476191,8.946190476190477,4.6098166265336475
41,54.76952380952381,9.742380952380952,8.366976938864973
42,53.19428571428572,10.538571428571428,11.497541768519316
43,51.61904761904762,11.334761904761905,14.386623279882937
44,50.04380952380953,12.130952380952381,17.328594955508034
45,48.46857142857143,12.927142857142858,18.26695353100902
46,46.89333333333334,13.723333333333333,17.186070242051883
47,45.31809523809524,14.51952380952381,15.15425363241925
48,43.74285714285715,15.315714285714286,11.44971389850077
49,42.16761904761905,16.11190476190476,8.192207496433685
50,40.59238095238096,16.908095238095235,5.2328573564100855
51,39.01714285714286,17.704285714285714,2.9614835836405637
52,37.441904761904766,18.500476190476192,2.814347095564591
53,35.866666666666674,19.296666666666667,4.986467961368055
54,34.291428571428575,20.09285714285714,7.917732294831057
55,32.71619047619048,20.889047619047616,10.899163208827483
56,31.140952380952385,21.685238095238095,12.3650151744338
57,29.56571428571429,22.481428571428573,9.545186806127294
58,27.990476190476194,23.277619047619048,6.4161901654226
59,26.4152380952381,24.073809523809523,3.5302891159517316
60,49.17238095238095,22.26047619047619,1.1498319346566457
61,48.654761904761905,22.120952380952378,1.9408393619389286
62,48.137142857142855,21.98142857142857,2.766330177548928
63,47.619523809523805,21.84190476190476,3.6185092531383414
64,47.10190476190476,21.702380952380953,4.4893691794572135
65,46.58428571428571,21.56285714285714,5.372220784374449
66,46.06666666666666,21.423333333333332,6.262197681753212
67,45.54904761904762,21.283809523809524,7.156138392811448
68,45.03142857142857,21.14428571428571,8.052182978088352
69,44.51380952380952,21.004761904761903,8.244181522842176
70,43.99619047619048,20.865238095238094,7.893445731378066
71,43.47857142857143,20.725714285714282,7.63201181025424
72,42.96095238095238,20.586190476190474,7.176105045650152
73,42.443333333333335,20.446666666666665,6.287670817102214
74,41.925714285714285,20.307142857142857,5.399426098510561
75,41.408095238095235,20.167619047619045,4.511331196935042
76,40.89047619047619,20.028095238095236,3.5783003074287825
77,40.37285714285714,19.888571428571428,2.6863787120041738
78,39.85523809523809,19.749047619047616,1.794699270559331
79,39.33761904761904,19.609523809523807,0.8934893705185364
80,39.72952380952381,18.93095238095238,1.7628817670824843
81,40.639047619047616,18.39190476190476,3.532970516154584
82,41.54857142857143,17.852857142857143,5.311971641312523
83,42.45809523809524,17.313809523809525,7.18576597168809
84,43.36761904761905,16.774761904761903,9.173228492803714
85,44.277142857142856,16.235714285714284,11.220602625384329
86,45.18666666666667,15.696666666666665,13.503992362756069
87,46.09619047619048,15.157619047619047,15.06528926743442
88,47.00571428571429,14.618571428571428,15.512630833758415
89,47.915238095238095,14.07952380952381,16.31355510165995
90,48.82476190476191,13.54047619047619,17.20161436195945
91,49.73428571428572,13.001428571428571,18.208478660974247
92,50.64380952380952,12.462380952380952,16.773315506784286
93,51.553333333333335,11.923333333333332,14.947136327735153
94,52.462857142857146,11.384285714285713,13.221373474131632
95,53.37238095238095,10.845238095238095,11.488149865599318
96,54.28190476190476,10.306190476190476,9.523132966694012
97,55.191428571428574,9.767142857142858,7.778298918037038
98,56.10095238095238,9.228095238095237,6.0320176369726495
99,57.0104761904762,8.689047619047619,1.7621056656514988
100,50.08190476190476,21.72142857142857,2.1890356665053448
101,50.47380952380952,21.04285714285714,3.837524661941118
102,50.86571428571428,20.364285714285714,5.414139396716873
103,51.257619047619045,19.685714285714283,7.006247568687714
104,51.64952380952381,19.007142857142856,8.575960484706037
105,52.04142857142857,18.32857142857143,10.233218255308753
106,52.43333333333333,17.65,11.744324882352984
107,52.82523809523809,16.97142857142857,13.08486216479782
108,53.21714285714285,16.29285714285714,14.41277842686815
109,53.609047619047615,15.614285714285714,15.738843383529524
110,54.000952380952384,14.935714285714285,15.759015564367408
111,54.39285714285714,14.257142857142856,14.47269629338415
112,54.78476190476191,13.578571428571427,13.184416675365743
113,55.17666666666667,12.9,11.893597261162519
114,55.56857142857143,12.221428571428572,10.340216266502964
115,55.96047619047619,11.542857142857143,9.040286905290722
116,56.352380952380955,10.864285714285714,7.739178793811382
117,56.744285714285716,10.185714285714285,6.437128851557603
118,57.13619047619048,9.507142857142858,4.280457084112639
119,57.52809523809524,8.82857142857143,1.3060208077263395
120,53.880476190476195,26.24761904761905,0.47407997917712813
121,53.670952380952386,26.055238095238096,1.3463889518053929
122,53.46142857142858,25.862857142857145,1.82046893098251
123,53.25190476190476,25.67047619047619,2.29454891015964
124,53.04238095238095,25.47809523809524,2.768628889336768
125,52.832857142857144,25.285714285714285,3.242708868513911
126,52.623333333333335,25.093333333333334,3.7167888485748293
127,52.413809523809526,24.900952380952383,4.190868827751958
128,52.20428571428572,24.708571428571428,4.66494880692909
129,51.99476190476191,24.516190476190477,5.139028786106217
130,51.78523809523809,24.323809523809523,5.139028786106217
131,51.575714285714284,24.13142857142857,4.66494880692909
132,51.366190476190475,23.939047619047617,4.190868827751958
133,51.156666666666666,23.746666666666666,3.7167888485748293
134,50.94714285714286,23.55428571428571,3.2427088685139074
135,50.73761904761905,23.36190476190476,2.768628889336779
136,50.52809523809524,23.16952380952381,2.2945489101596506
137,50.318571428571424,22.977142857142855,1.82046893098251
138,50.109047619047615,22.784761904761904,1.3463889518053818
139,49.89952380952381,22.59238095238095,0.47407997917712813
140,50.08190476190476,21.72142857142857,2.1890356665053448
141,50.47380952380952,21.04285714285714,3.837524661941118
142,50.86571428571428,20.364285714285714,5.414139396716873
143,51.257619047619045,19.685714285714283,7.006247568687714
144,51.64952380952381,19.007142857142856,8.575960484706037
145,52.04142857142857,18.32857142857143,10.233218255308753
146,52.43333333333333,17.65,11.744324882352984
147,52.82523809523809,16.97142857142857,13.08486216479782
148,53.21714285714285,16.29285714285714,14.41277842686815
149,53.609047619047615,15.614285714285714,15.738843383529524
150,54.000952380952384,14.935714285714285,15.759015564367408
151,54.39285714285714,14.257142857142856,14.47269629338415
152,54.78476190476191,13.578571428571427,13.184416675365743
153,55.17666666666667,12.9,11.893597261162519
154,55.56857142857143,12.221428571428572,10.340216266502964
155,55.96047619047619,11.542857142857143,9.040286905290722
156,56.352380952380955,10.864285714285714,7.739178793811382
157,56.744285714285716,10.185714285714285,6.437128851557603
158,57.13619047619048,9.507142857142858,4.280457084112639
159,57.52809523809524,8.82857142857143,1.3060208077263395
160,54.272380952380956,25.56904761904762,1.4830719448327572
161,54.45476190476191,24.698095238095238,4.634631062809605
162,54.63714285714286,23.82714285714286,6.9764259570912435
163,54.819523809523815,22.95619047619048,8.459497901924001
164,55.00190476190477,22.085238095238097,9.942570106348064
165,55.184285714285714,21.214285714285715,11.425642051180821
166,55.36666666666667,20.343333333333334,12.866395964027456
167,55.54904761904762,19.472380952380952,13.719750965963826
168,55.73142857142857,18.601428571428574,14.697456232339585
169,55.913809523809526,17.730476190476192,15.771416387717025
170,56.09619047619048,16.85952380952381,16.919679291495974
171,56.27857142857143,15.98857142857143,16.15112719287218
172,56.460952380952385,15.11761904761905,14.668055248039426
173,56.64333333333334,14.246666666666668,13.18498330320667
174,56.82571428571429,13.375714285714288,11.425642051180825
175,57.00809523809524,12.504761904761907,9.942570106348068
176,57.19047619047619,11.633809523809525,8.459497901924003
177,57.37285714285714,10.762857142857145,6.976425957091248
178,57.555238095238096,9.891904761904765,4.634631062809608
179,57.73761904761905,9.020952380952384,1.48307194483276
180,44.52761904761905,34.467619047619046,0.3722586031565766
181,44.695238095238096,34.6152380952381,0.744517206313161
182,44.862857142857145,34.76285714285714,1.1167758094697375
183,45.03047619047619,34.91047619047619,1.4890344126263142
184,45.19809523809524,35.05809523809524,3.500281639889142
185,45.36571428571428,35.205714285714286,3.876903591155884
186,45.53333333333333,35.35333333333333,4.253001908909228
187,45.70095238095238,35.500952380952384,4.628623314661663
188,45.86857142857143,35.64857142857143,5.003812148905096
189,46.03619047619048,35.796190476190475,5.378610312423733
190,46.203809523809525,35.94380952380953,5.38079862897666
191,46.371428571428574,36.09142857142857,5.01041403966216
192,46.53904761904762,36.23904761904762,4.639749610934645
193,46.70666666666667,36.38666666666667,4.268837354104596
194,46.87428571428572,36.534285714285716,3.8977068700202198
195,47.04190476190476,36.68190476190476,1.8612930157828986
196,47.20952380952381,36.82952380952381,1.4890344126263142
197,47.37714285714286,36.97714285714286,1.1167758094697375
198,47.544761904761906,37.124761904761904,0.744517206313161
199,47.712380952380954,37.272380952380956,0.3722586031565766
200,46.78285714285715,36.82238095238095,3.7468081857353033
201,45.68571428571429,36.224761904761905,6.400919203988185
202,44.58857142857143,35.62714285714286,3.850310889603291
203,43.49142857142857,35.02952380952381,3.4769146918423806
204,42.394285714285715,34.43190476190476,4.840272010266302
205,41.29714285714286,33.83428571428571,7.531072891690138
206,40.2,33.236666666666665,9.429538039480255
207,39.10285714285715,32.63904761904762,11.340573246955348
208,38.00571428571429,32.041428571428575,13.768176860649612
209,36.908571428571435,31.443809523809527,15.668027313024627
210,35.81142857142857,30.84619047619048,15.846952189996482
211,34.714285714285715,30.24857142857143,16.322510592080143
212,33.61714285714286,29.650952380952383,17.144921353685135
213,32.52,29.053333333333335,16.391213634758348
214,31.422857142857143,28.455714285714286,14.03732460346444
215,30.325714285714287,27.85809523809524,11.591234786924476
216,29.22857142857143,27.26047619047619,9.144509228121352
217,28.13142857142857,26.662857142857145,6.9975517926270525
218,27.034285714285716,26.065238095238097,4.8670746108732095
219,25.93714285714286,25.46761904761905,2.091991621748312
220,43.43047619047619,33.87,3.2867979618605125
221,42.50095238095238,33.42,4.950249955174254
222,41.57142857142857,32.97,7.469063009846828
