,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection
3990109,2020-11-29T19:29:21.700,93.1,27.19,0.12,0.11,0.01,84.79,49.6,None,40248.0,Daren Bates,56.0,ILB,away,1,2020112903,2140,left
3990110,2020-11-29T19:29:21.800,93.12,27.19,0.11,0.11,0.02,84.79,52.67,None,40248.0,Daren Bates,56.0,ILB,away,2,2020112903,2140,left
3990111,2020-11-29T19:29:21.900,93.15,27.19,0.11,0.11,0.03,83.07,55.3,None,40248.0,Daren Bates,56.0,ILB,away,3,2020112903,2140,left
3990112,2020-11-29T19:29:22.000,93.17,27.19,0.1,0.1,0.03,80.5,59.49,None,40248.0,Daren Bates,56.0,ILB,away,4,2020112903,2140,left
3990113,2020-11-29T19:29:22.100,93.18,27.2,0.09,0.1,0.02,80.5,58.16,None,40248.0,Daren Bates,56.0,ILB,away,5,2020112903,2140,left
3990114,2020-11-29T19:29:22.200,93.2,27.22,0.09,0.09,0.02,78.73,57.15,None,40248.0,Daren Bates,56.0,ILB,away,6,2020112903,2140,left
3990115,2020-11-29T19:29:22.300,93.21,27.22,0.08,0.09,0.01,77.96,56.84,None,40248.0,Daren Bates,56.0,ILB,away,7,2020112903,2140,left
3990116,2020-11-29T19:29:22.400,93.23,27.23,0.08,0.08,0.02,75.25,57.53,None,40248.0,Daren Bates,56.0,ILB,away,8,2020112903,2140,left
3990117,2020-11-29T19:29:22.500,93.26,27.25,0.09,0.52,0.04,78.19,58.25,None,40248.0,Daren Bates,56.0,ILB,away,9,2020112903,2140,left
3990118,2020-11-29T19:29:22.600,93.26,27.25,0.3,2.41,0.01,81.34,64.37,None,40248.0,Daren Bates,56.0,ILB,away,10,2020112903,2140,left
3990119,2020-11-29T19:29:22.700,93.31,27.27,0.61,2.62,0.05,83.83,73.7,ball_snap,40248.0,Daren Bates,56.0,ILB,away,11,2020112903,2140,left
3990120,2020-11-29T19:29:22.800,93.4,27.29,1.07,3.11,0.09,77.31,74.6,None,40248.0,Daren Bates,56.0,ILB,away,12,2020112903,2140,left
3990121,2020-11-29T19:29:22.900,93.54,27.32,1.59,3.5,0.15,74.73,79.91,None,40248.0,Daren Bates,56.0,ILB,away,13,2020112903,2140,left
3990122,2020-11-29T19:29:23.000,93.74,27.34,2.09,3.84,0.2,72.69,82.22,None,40248.0,Daren Bates,56.0,ILB,away,14,2020112903,2140,left
3990123,2020-11-29T19:29:23.100,93.97,27.37,2.49,3.41,0.23,66.64,83.57,None,40248.0,Daren Bates,56.0,ILB,away,15,2020112903,2140,left
3990124,2020-11-29T19:29:23.200,94.23,27.4,2.76,2.72,0.26,68.18,83.95,None,40248.0,Daren Bates,56.0,ILB,away,16,2020112903,2140,left
3990125,2020-11-29T19:29:23.300,94.49,27.42,2.88,1.8,0.27,69.15,85.24,None,40248.0,Daren Bates,56.0,ILB,away,17,2020112903,2140,left
3990126,2020-11-29T19:29:23.400,94.76,27.42,2.81,0.89,0.26,71.51,88.74,None,40248.0,Daren Bates,56.0,ILB,away,18,2020112903,2140,left
3990127,2020-11-29T19:29:23.500,95.01,27.42,2.62,1.13,0.25,73.22,90.97,None,40248.0,Daren Bates,56.0,ILB,away,19,2020112903,2140,left
3990128,2020-11-29T19:29:23.600,95.27,27.41,2.49,1.62,0.25,78.71,94.27,None,40248.0,Daren Bates,56.0,ILB,away,20,2020112903,2140,left
3990129,2020-11-29T19:29:23.700,95.49,27.37,2.16,2.82,0.22,68.58,101.07,None,40248.0,Daren Bates,56.0,ILB,away,21,2020112903,2140,left
3990130,2020-11-29T19:29:23.800,95.67,27.31,1.82,3.33,0.19,67.75,110.96,None,40248.0,Daren Bates,56.0,ILB,away,22,2020112903,2140,left
3990131,2020-11-29T19:29:23.900,95.8,27.22,1.53,3.98,0.16,79.84,129.27,None,40248.0,Daren Bates,56.0,ILB,away,23,2020112903,2140,left
3990132,2020-11-29T19:29:24.000,95.9,27.11,1.45,4.09,0.15,83.83,147.13,None,40248.0,Daren Bates,56.0,ILB,away,24,2020112903,2140,left
3990133,2020-11-29T19:29:24.100,95.96,26.97,1.63,4.15,0.16,87.41,166.49,None,40248.0,Daren Bates,56.0,ILB,away,25,2020112903,2140,left
3990134,2020-11-29T19:29:24.200,95.98,26.8,1.84,3.92,0.17,87.41,179.13,None,40248.0,Daren Bates,56.0,ILB,away,26,2020112903,2140,left
3990135,2020-11-29T19:29:24.300,95.95,26.59,2.28,3.89,0.21,95.51,189.55,None,40248.0,Daren Bates,56.0,ILB,away,27,2020112903,2140,left
3990136,2020-11-29T19:29:24.400,95.9,26.34,2.65,3.54,0.25,98.61,195.75,None,40248.0,Daren Bates,56.0,ILB,away,28,2020112903,2140,left
3990137,2020-11-29T19:29:24.500,95.81,26.07,3.04,3.25,0.29,101.34,199.99,None,40248.0,Daren Bates,56.0,ILB,away,29,2020112903,2140,left
3990138,2020-11-29T19:29:24.600,95.68,25.77,3.35,2.8,0.32,104.21,203.42,None,40248.0,Daren Bates,56.0,ILB,away,30,2020112903,2140,left
3990139,2020-11-29T19:29:24.700,95.53,25.45,3.65,2.48,0.35,108.67,206.42,None,40248.0,Daren Bates,56.0,ILB,away,31,2020112903,2140,left
3990140,2020-11-29T19:29:24.800,95.35,25.12,3.87,2.29,0.38,113.37,209.56,punt,40248.0,Daren Bates,56.0,ILB,away,32,2020112903,2140,left
3990141,2020-11-29T19:29:24.900,95.14,24.78,4.05,2.13,0.4,117.1,213.44,None,40248.0,Daren Bates,56.0,ILB,away,33,2020112903,2140,left
3990142,2020-11-29T19:29:25.000,94.9,24.45,4.18,1.86,0.41,125.14,216.3,None,40248.0,Daren Bates,56.0,ILB,away,34,2020112903,2140,left
