,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection
3165030,2020-12-06T20:49:17.100,44.1,8.1,0.12,0.24,0.01,332.82,38.22,None,38578.0,Tavon Wilson,31.0,SS,away,1,2020120602,3734,right
3165031,2020-12-06T20:49:17.200,44.11,8.11,0.12,0.24,0.01,332.82,24.25,None,38578.0,Tavon Wilson,31.0,SS,away,2,2020120602,3734,right
3165032,2020-12-06T20:49:17.300,44.11,8.11,0.08,0.33,0.01,332.82,354.16,None,38578.0,Tavon Wilson,31.0,SS,away,3,2020120602,3734,right
3165033,2020-12-06T20:49:17.400,44.11,8.12,0.06,0.3,0.01,332.82,325.89,None,38578.0,Tavon Wilson,31.0,SS,away,4,2020120602,3734,right
3165034,2020-12-06T20:49:17.500,44.11,8.12,0.04,0.16,0.0,333.66,349.55,None,38578.0,Tavon Wilson,31.0,SS,away,5,2020120602,3734,right
3165035,2020-12-06T20:49:17.600,44.11,8.13,0.1,0.06,0.01,336.76,5.54,None,38578.0,Tavon Wilson,31.0,SS,away,6,2020120602,3734,right
3165036,2020-12-06T20:49:17.700,44.12,8.14,0.13,0.25,0.01,339.6,45.12,None,38578.0,Tavon Wilson,31.0,SS,away,7,2020120602,3734,right
3165037,2020-12-06T20:49:17.800,44.14,8.15,0.22,0.48,0.02,342.57,61.02,None,38578.0,Tavon Wilson,31.0,SS,away,8,2020120602,3734,right
3165038,2020-12-06T20:49:17.900,44.18,8.17,0.46,1.0,0.04,348.06,69.59,None,38578.0,Tavon Wilson,31.0,SS,away,9,2020120602,3734,right
3165039,2020-12-06T20:49:18.000,44.24,8.19,0.68,1.31,0.06,351.53,69.64,None,38578.0,Tavon Wilson,31.0,SS,away,10,2020120602,3734,right
3165040,2020-12-06T20:49:18.100,44.33,8.23,0.99,1.83,0.1,355.79,70.38,free_kick,38578.0,Tavon Wilson,31.0,SS,away,11,2020120602,3734,right
3165041,2020-12-06T20:49:18.200,44.45,8.27,1.41,2.56,0.13,2.84,71.82,None,38578.0,Tavon Wilson,31.0,SS,away,12,2020120602,3734,right
3165042,2020-12-06T20:49:18.300,44.62,8.33,1.9,2.98,0.18,10.11,70.48,None,38578.0,Tavon Wilson,31.0,SS,away,13,2020120602,3734,right
3165043,2020-12-06T20:49:18.400,44.83,8.41,2.37,3.16,0.23,25.99,68.29,None,38578.0,Tavon Wilson,31.0,SS,away,14,2020120602,3734,right
3165044,2020-12-06T20:49:18.500,45.09,8.52,2.88,3.29,0.28,32.36,67.94,None,38578.0,Tavon Wilson,31.0,SS,away,15,2020120602,3734,right
3165045,2020-12-06T20:49:18.600,45.38,8.63,3.27,3.01,0.32,32.36,67.77,None,38578.0,Tavon Wilson,31.0,SS,away,16,2020120602,3734,right
3165046,2020-12-06T20:49:18.700,45.74,8.77,3.87,3.39,0.39,35.65,68.84,None,38578.0,Tavon Wilson,31.0,SS,away,17,2020120602,3734,right
3165047,2020-12-06T20:49:18.800,46.13,8.92,4.34,3.42,0.42,43.72,68.8,None,38578.0,Tavon Wilson,31.0,SS,away,18,2020120602,3734,right
3165048,2020-12-06T20:49:18.900,46.57,9.09,4.78,3.12,0.46,49.06,68.85,None,38578.0,Tavon Wilson,31.0,SS,away,19,2020120602,3734,right
3165049,2020-12-06T20:49:19.000,47.04,9.27,5.21,3.11,0.51,50.56,68.86,None,38578.0,Tavon Wilson,31.0,SS,away,20,2020120602,3734,right
3165050,2020-12-06T20:49:19.100,47.55,9.47,5.6,2.69,0.54,51.32,69.11,None,38578.0,Tavon Wilson,31.0,SS,away,21,2020120602,3734,right
3165051,2020-12-06T20:49:19.200,48.09,9.67,5.98,2.68,0.58,55.32,69.67,None,38578.0,Tavon Wilson,31.0,SS,away,22,2020120602,3734,right
3165052,2020-12-06T20:49:19.300,48.67,9.89,6.3,2.22,0.62,56.24,70.11,None,38578.0,Tavon Wilson,31.0,SS,away,23,2020120602,3734,right
3165053,2020-12-06T20:49:19.400,49.28,10.1,6.54,1.65,0.64,58.05,70.57,None,38578.0,Tavon Wilson,31.0,SS,away,24,2020120602,3734,right
3165054,2020-12-06T20:49:19.500,49.91,10.32,6.79,1.33,0.67,60.69,71.16,None,38578.0,Tavon Wilson,31.0,SS,away,25,2020120602,3734,right
3165055,2020-12-06T20:49:19.600,50.57,10.54,6.96,0.99,0.69,62.72,71.77,None,38578.0,Tavon Wilson,31.0,SS,away,26,2020120602,3734,right
3165056,2020-12-06T20:49:19.700,51.24,10.76,7.08,0.74,0.71,62.12,72.45,None,38578.0,Tavon Wilson,31.0,SS,away,27,2020120602,3734,right
3165057,2020-12-06T20:49:19.800,51.93,10.97,7.26,0.73,0.72,58.4,73.15,None,38578.0,Tavon Wilson,31.0,SS,away,28,2020120602,3734,right
3165058,2020-12-06T20:49:19.900,52.63,11.18,7.31,0.5,0.73,55.87,73.35,None,38578.0,Tavon Wilson,31.0,SS,away,29,2020120602,3734,right
3165059,2020-12-06T20:49:20.000,53.33,11.4,7.33,0.45,0.73,54.48,73.54,None,38578.0,Tavon Wilson,31.0,SS,away,30,2020120602,3734,right
3165060,2020-12-06T20:49:20.100,54.04,11.61,7.36,0.54,0.74,52.14,73.69,None,38578.0,Tavon Wilson,31.0,SS,away,31,2020120602,3734,right
3165061,2020-12-06T20:49:20.200,54.75,11.81,7.37,0.68,0.74,47.33,73.7,None,38578.0,Tavon Wilson,31.0,SS,away,32,2020120602,3734,right
3165062,2020-12-06T20:49:20.300,55.46,12.03,7.4,0.69,0.74,42.8,73.13,None,38578.0,Tavon Wilson,31.0,SS,away,33,2020120602,3734,right
3165063,2020-12-06T20:49:20.400,56.16,12.25,7.34,0.94,0.74,37.07,72.53,None,38578.0,Tavon Wilson,31.0,SS,away,34,2020120602,3734,right
3165064,2020-12-06T20:49:20.500,56.86,12.48,7.25,1.25,0.73,31.99,71.98,None,38578.0,Tavon Wilson,31.0,SS,away,35,2020120602,3734,right
3165065,2020-12-06T20:49:20.600,57.54,12.71,7.2,1.39,0.72,25.88,70.97,None,38578.0,Tavon Wilson,31.0,SS,away,36,2020120602,3734,right
3165066,2020-12-06T20:49:20.700,58.22,12.95,7.14,1.46,0.72,21.01,70.08,None,38578.0,Tavon Wilson,31.0,SS,away,37,2020120602,3734,right
3165067,2020-12-06T20:49:20.800,58.88,13.19,7.03,1.47,0.71,16.56,69.28,None,38578.0,Tavon Wilson,31.0,SS,away,38,2020120602,3734,right
3165068,2020-12-06T20:49:20.900,59.53,13.45,6.87,1.79,0.69,14.27,68.37,None,38578.0,Tavon Wilson,31.0,SS,away,39,2020120602,3734,right
3165069,2020-12-06T20:49:21.000,60.16,13.69,6.68,1.91,0.68,7.14,68.43,None,38578.0,Tavon Wilson,31.0,SS,away,40,2020120602,3734,right
3165070,2020-12-06T20:49:21.100,60.77,13.94,6.45,2.25,0.66,0.67,67.82,None,38578.0,Tavon Wilson,31.0,SS,away,41,2020120602,3734,right
3165071,2020-12-06T20:49:21.200,61.35,14.18,6.21,2.45,0.63,355.92,67.89,None,38578.0,Tavon Wilson,31.0,SS,away,42,2020120602,3734,right
3165072,2020-12-06T20:49:21.300,61.91,14.4,5.91,2.73,0.6,343.97,68.35,None,38578.0,Tavon Wilson,31.0,SS,away,43,2020120602,3734,right
3165073,2020-12-06T20:49:21.400,62.45,14.59,5.57,3.08,0.57,333.16,69.94,None,38578.0,Tavon Wilson,31.0,SS,away,44,2020120602,3734,right
3165074,2020-12-06T20:49:21.500,62.96,14.77,5.24,3.24,0.54,314.57,70.9,None,38578.0,Tavon Wilson,31.0,SS,away,45,2020120602,3734,right
3165075,2020-12-06T20:49:21.600,63.44,14.93,4.92,3.28,0.51,301.01,72.01,None,38578.0,Tavon Wilson,31.0,SS,away,46,2020120602,3734,right
3165076,2020-12-06T20:49:21.700,63.9,15.08,4.61,3.2,0.48,286.84,73.23,None,38578.0,Tavon Wilson,31.0,SS,away,47,2020120602,3734,right
3165077,2020-12-06T20:49:21.800,64.32,15.21,4.27,3.13,0.44,270.93,73.57,None,38578.0,Tavon Wilson,31.0,SS,away,48,2020120602,3734,right
3165078,2020-12-06T20:49:21.900,64.71,15.33,3.94,3.09,0.41,263.05,74.36,None,38578.0,Tavon Wilson,31.0,SS,away,49,2020120602,3734,right
