,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection
9011147,2020-10-14T01:10:23.400,44.51,26.53,5.04,1.79,0.51,120.27,117.87,autoevent_kickoff,30932.0,Stephen Gostkowski,3.0,K,home,1,2020101300,3116,right
9011148,2020-10-14T01:10:23.500,44.96,26.31,4.88,2.11,0.5,114.99,116.26,kickoff,30932.0,Stephen Gostkowski,3.0,K,home,2,2020101300,3116,right
9011149,2020-10-14T01:10:23.600,45.39,26.1,4.7,2.25,0.48,111.39,114.72,None,30932.0,Stephen Gostkowski,3.0,K,home,3,2020101300,3116,right
9011150,2020-10-14T01:10:23.700,45.8,25.92,4.41,2.61,0.45,106.47,113.1,None,30932.0,Stephen Gostkowski,3.0,K,home,4,2020101300,3116,right
9011151,2020-10-14T01:10:23.800,46.19,25.74,4.15,2.59,0.42,98.62,113.41,None,30932.0,Stephen Gostkowski,3.0,K,home,5,2020101300,3116,right
9011152,2020-10-14T01:10:23.900,46.57,25.58,3.98,2.31,0.41,97.15,113.39,None,30932.0,Stephen Gostkowski,3.0,K,home,6,2020101300,3116,right
9011153,2020-10-14T01:10:24.000,46.92,25.42,3.76,2.25,0.39,88.73,113.99,None,30932.0,Stephen Gostkowski,3.0,K,home,7,2020101300,3116,right
9011154,2020-10-14T01:10:24.100,47.26,25.26,3.59,2.06,0.37,82.36,115.63,None,30932.0,Stephen Gostkowski,3.0,K,home,8,2020101300,3116,right
9011155,2020-10-14T01:10:24.200,47.57,25.1,3.47,1.89,0.35,75.06,118.2,None,30932.0,Stephen Gostkowski,3.0,K,home,9,2020101300,3116,right
9011156,2020-10-14T01:10:24.300,47.87,24.94,3.31,2.07,0.34,69.39,120.94,None,30932.0,Stephen Gostkowski,3.0,K,home,10,2020101300,3116,right
9011157,2020-10-14T01:10:24.400,48.14,24.77,3.21,2.07,0.32,63.85,124.61,None,30932.0,Stephen Gostkowski,3.0,K,home,11,2020101300,3116,right
9011158,2020-10-14T01:10:24.500,48.39,24.58,3.09,2.02,0.31,60.36,128.12,None,30932.0,Stephen Gostkowski,3.0,K,home,12,2020101300,3116,right
9011159,2020-10-14T01:10:24.600,48.63,24.39,3.02,1.84,0.3,58.11,131.48,None,30932.0,Stephen Gostkowski,3.0,K,home,13,2020101300,3116,right
9011160,2020-10-14T01:10:24.700,48.86,24.18,3.22,1.4,0.31,55.09,134.18,None,30932.0,Stephen Gostkowski,3.0,K,home,14,2020101300,3116,right
9011161,2020-10-14T01:10:24.800,49.08,23.95,3.26,1.18,0.32,54.43,136.48,None,30932.0,Stephen Gostkowski,3.0,K,home,15,2020101300,3116,right
9011162,2020-10-14T01:10:24.900,49.3,23.71,3.24,0.87,0.32,54.43,137.86,None,30932.0,Stephen Gostkowski,3.0,K,home,16,2020101300,3116,right
9011163,2020-10-14T01:10:25.000,49.51,23.48,3.18,0.58,0.32,54.43,138.38,None,30932.0,Stephen Gostkowski,3.0,K,home,17,2020101300,3116,right
9011164,2020-10-14T01:10:25.100,49.72,23.24,3.14,0.48,0.31,56.67,138.34,None,30932.0,Stephen Gostkowski,3.0,K,home,18,2020101300,3116,right
9011165,2020-10-14T01:10:25.200,49.93,23.01,3.14,0.41,0.31,59.36,137.81,None,30932.0,Stephen Gostkowski,3.0,K,home,19,2020101300,3116,right
9011166,2020-10-14T01:10:25.300,50.15,22.78,3.18,0.44,0.32,63.47,136.65,None,30932.0,Stephen Gostkowski,3.0,K,home,20,2020101300,3116,right
9011167,2020-10-14T01:10:25.400,50.38,22.55,3.31,0.47,0.33,67.17,135.36,None,30932.0,Stephen Gostkowski,3.0,K,home,21,2020101300,3116,right
9011168,2020-10-14T01:10:25.500,50.62,22.3,3.47,0.78,0.34,73.23,133.89,None,30932.0,Stephen Gostkowski,3.0,K,home,22,2020101300,3116,right
9011169,2020-10-14T01:10:25.600,50.88,22.07,3.57,0.96,0.35,75.8,131.98,None,30932.0,Stephen Gostkowski,3.0,K,home,23,2020101300,3116,right
9011170,2020-10-14T01:10:25.700,51.16,21.83,3.7,0.97,0.37,78.8,130.33,None,30932.0,Stephen Gostkowski,3.0,K,home,24,2020101300,3116,right
9011171,2020-10-14T01:10:25.800,51.45,21.58,3.88,0.99,0.38,86.08,129.41,None,30932.0,Stephen Gostkowski,3.0,K,home,25,2020101300,3116,right
9011172,2020-10-14T01:10:25.900,51.76,21.33,4.09,1.08,0.4,91.19,128.75,None,30932.0,Stephen Gostkowski,3.0,K,home,26,2020101300,3116,right
9011173,2020-10-14T01:10:26.000,52.1,21.07,4.22,0.99,0.42,95.62,127.36,None,30932.0,Stephen Gostkowski,3.0,K,home,27,2020101300,3116,right
9011174,2020-10-14T01:10:26.100,52.44,20.82,4.35,0.9,0.43,98.84,125.86,None,30932.0,Stephen Gostkowski,3.0,K,home,28,2020101300,3116,right
9011175,2020-10-14T01:10:26.200,52.81,20.57,4.49,0.9,0.44,103.33,124.54,None,30932.0,Stephen Gostkowski,3.0,K,home,29,2020101300,3116,right
9011176,2020-10-14T01:10:26.300,53.19,20.31,4.57,0.8,0.46,106.57,123.48,None,30932.0,Stephen Gostkowski,3.0,K,home,30,2020101300,3116,right
9011177,2020-10-14T01:10:26.400,53.58,20.06,4.68,0.57,0.47,108.39,123.12,None,30932.0,Stephen Gostkowski,3.0,K,home,31,2020101300,3116,right
9011178,2020-10-14T01:10:26.500,53.98,19.79,4.8,0.26,0.48,111.01,123.71,None,30932.0,Stephen Gostkowski,3.0,K,home,32,2020101300,3116,right
9011179,2020-10-14T01:10:26.600,54.38,19.52,4.86,0.15,0.49,116.24,123.38,None,30932.0,Stephen Gostkowski,3.0,K,home,33,2020101300,3116,right
9011180,2020-10-14T01:10:26.700,54.8,19.26,4.91,0.34,0.49,119.33,122.11,None,30932.0,Stephen Gostkowski,3.0,K,home,34,2020101300,3116,right
9011181,2020-10-14T01:10:26.800,55.24,19.0,5.04,0.56,0.51,117.61,120.5,None,30932.0,Stephen Gostkowski,3.0,K,home,35,2020101300,3116,right
9011182,2020-10-14T01:10:26.900,55.7,18.77,5.12,1.05,0.52,116.99,117.61,None,30932.0,Stephen Gostkowski,3.0,K,home,36,2020101300,3116,right
9011183,2020-10-14T01:10:27.000,56.16,18.51,5.2,0.78,0.52,115.24,117.64,None,30932.0,Stephen Gostkowski,3.0,K,home,37,2020101300,3116,right
9011184,2020-10-14T01:10:27.100,56.63,18.25,5.33,0.36,0.54,112.65,118.34,None,30932.0,Stephen Gostkowski,3.0,K,home,38,2020101300,3116,right
9011185,2020-10-14T01:10:27.200,57.11,17.99,5.39,0.25,0.54,115.52,118.06,None,30932.0,Stephen Gostkowski,3.0,K,home,39,2020101300,3116,right
9011186,2020-10-14T01:10:27.300,57.61,17.75,5.52,0.55,0.56,117.64,116.26,None,30932.0,Stephen Gostkowski,3.0,K,home,40,2020101300,3116,right
9011187,2020-10-14T01:10:27.400,58.13,17.52,5.6,0.81,0.56,116.89,114.4,None,30932.0,Stephen Gostkowski,3.0,K,home,41,2020101300,3116,right
9011188,2020-10-14T01:10:27.500,58.66,17.3,5.71,1.09,0.58,111.34,112.34,None,30932.0,Stephen Gostkowski,3.0,K,home,42,2020101300,3116,right
9011189,2020-10-14T01:10:27.600,59.2,17.08,5.76,1.04,0.58,108.73,111.32,None,30932.0,Stephen Gostkowski,3.0,K,home,43,2020101300,3116,right
9011190,2020-10-14T01:10:27.700,59.74,16.86,5.82,0.82,0.59,109.68,111.13,kick_received,30932.0,Stephen Gostkowski,3.0,K,home,44,2020101300,3116,right
9011191,2020-10-14T01:10:27.800,60.3,16.66,5.85,0.94,0.59,109.68,109.7,None,30932.0,Stephen Gostkowski,3.0,K,home,45,2020101300,3116,right
9011192,2020-10-14T01:10:27.900,60.85,16.48,5.82,1.17,0.58,108.82,108.12,None,30932.0,Stephen Gostkowski,3.0,K,home,46,2020101300,3116,right
9011193,2020-10-14T01:10:28.000,61.41,16.31,5.79,1.45,0.58,106.51,106.07,None,30932.0,Stephen Gostkowski,3.0,K,home,47,2020101300,3116,right
9011194,2020-10-14T01:10:28.100,61.97,16.16,5.8,1.49,0.58,103.98,104.4,None,30932.0,Stephen Gostkowski,3.0,K,home,48,2020101300,3116,right
9011195,2020-10-14T01:10:28.200,62.55,16.02,5.85,1.52,0.59,101.87,102.49,None,30932.0,Stephen Gostkowski,3.0,K,home,49,2020101300,3116,right
9011196,2020-10-14T01:10:28.300,63.13,15.91,5.89,1.44,0.6,100.27,100.98,None,30932.0,Stephen Gostkowski,3.0,K,home,50,2020101300,3116,right
9011197,2020-10-14T01:10:28.400,63.72,15.8,5.86,1.5,0.59,100.86,99.32,None,30932.0,Stephen Gostkowski,3.0,K,home,51,2020101300,3116,right
9011198,2020-10-14T01:10:28.500,64.3,15.71,5.86,1.38,0.59,97.96,98.09,None,30932.0,Stephen Gostkowski,3.0,K,home,52,2020101300,3116,right
