,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection
427685,2021-01-04T01:47:55.300,85.42,29.77,0.06,0.03,0.01,74.5,270.6,None,34933.0,Nick Sundberg,57.0,LS,away,1,2021010309,718,right
427686,2021-01-04T01:47:55.400,85.43,29.78,0.05,0.02,0.01,76.66,278.63,None,34933.0,Nick Sundberg,57.0,LS,away,2,2021010309,718,right
427687,2021-01-04T01:47:55.500,85.42,29.79,0.05,0.03,0.01,78.55,288.74,None,34933.0,Nick Sundberg,57.0,LS,away,3,2021010309,718,right
427688,2021-01-04T01:47:55.600,85.42,29.78,0.04,0.03,0.01,79.21,284.73,None,34933.0,Nick Sundberg,57.0,LS,away,4,2021010309,718,right
427689,2021-01-04T01:47:55.700,85.41,29.78,0.04,0.03,0.01,79.21,281.2,None,34933.0,Nick Sundberg,57.0,LS,away,5,2021010309,718,right
427690,2021-01-04T01:47:55.800,85.41,29.79,0.04,0.03,0.01,81.23,284.96,None,34933.0,Nick Sundberg,57.0,LS,away,6,2021010309,718,right
427691,2021-01-04T01:47:55.900,85.41,29.79,0.03,0.03,0.0,84.1,284.83,None,34933.0,Nick Sundberg,57.0,LS,away,7,2021010309,718,right
427692,2021-01-04T01:47:56.000,85.42,29.78,0.02,0.13,0.01,82.98,280.58,None,34933.0,Nick Sundberg,57.0,LS,away,8,2021010309,718,right
427693,2021-01-04T01:47:56.100,85.43,29.78,0.03,0.43,0.01,81.9,108.82,None,34933.0,Nick Sundberg,57.0,LS,away,9,2021010309,718,right
427694,2021-01-04T01:47:56.200,85.43,29.78,0.08,0.56,0.01,83.45,101.28,None,34933.0,Nick Sundberg,57.0,LS,away,10,2021010309,718,right
427695,2021-01-04T01:47:56.300,85.44,29.78,0.11,0.41,0.01,82.63,99.24,ball_snap,34933.0,Nick Sundberg,57.0,LS,away,11,2021010309,718,right
427696,2021-01-04T01:47:56.400,85.45,29.78,0.14,0.31,0.01,82.63,103.4,None,34933.0,Nick Sundberg,57.0,LS,away,12,2021010309,718,right
427697,2021-01-04T01:47:56.500,85.46,29.77,0.12,0.07,0.01,83.27,97.72,None,34933.0,Nick Sundberg,57.0,LS,away,13,2021010309,718,right
427698,2021-01-04T01:47:56.600,85.44,29.78,0.03,0.44,0.02,87.47,259.78,None,34933.0,Nick Sundberg,57.0,LS,away,14,2021010309,718,right
427699,2021-01-04T01:47:56.700,85.42,29.77,0.19,0.62,0.03,80.82,259.15,None,34933.0,Nick Sundberg,57.0,LS,away,15,2021010309,718,right
427700,2021-01-04T01:47:56.800,85.39,29.75,0.27,0.62,0.03,81.45,247.48,None,34933.0,Nick Sundberg,57.0,LS,away,16,2021010309,718,right
427701,2021-01-04T01:47:56.900,85.37,29.73,0.29,0.43,0.02,83.59,245.45,None,34933.0,Nick Sundberg,57.0,LS,away,17,2021010309,718,right
