,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection
3202589,2020-12-06T20:21:56.200,95.87,27.68,0.0,0.0,0.0,279.3,199.84,None,32436.0,Clark Harris,46.0,LS,away,1,2020120603,2737,left
3202590,2020-12-06T20:21:56.300,95.87,27.68,0.0,0.0,0.0,279.3,190.57,None,32436.0,Clark Harris,46.0,LS,away,2,2020120603,2737,left
3202591,2020-12-06T20:21:56.400,95.87,27.68,0.0,0.0,0.0,280.32,222.04,None,32436.0,Clark Harris,46.0,LS,away,3,2020120603,2737,left
3202592,2020-12-06T20:21:56.500,95.86,27.68,0.0,0.0,0.0,283.16,242.44,None,32436.0,Clark Harris,46.0,LS,away,4,2020120603,2737,left
3202593,2020-12-06T20:21:56.600,95.86,27.69,0.0,0.0,0.0,284.23,263.17,None,32436.0,Clark Harris,46.0,LS,away,5,2020120603,2737,left
3202594,2020-12-06T20:21:56.700,95.86,27.68,0.0,0.0,0.0,281.07,263.21,None,32436.0,Clark Harris,46.0,LS,away,6,2020120603,2737,left
3202595,2020-12-06T20:21:56.800,95.86,27.68,0.0,0.0,0.0,278.59,258.86,None,32436.0,Clark Harris,46.0,LS,away,7,2020120603,2737,left
3202596,2020-12-06T20:21:56.900,95.86,27.68,0.0,0.0,0.0,277.75,247.84,None,32436.0,Clark Harris,46.0,LS,away,8,2020120603,2737,left
3202597,2020-12-06T20:21:57.000,95.86,27.68,0.01,0.28,0.0,276.56,213.6,None,32436.0,Clark Harris,46.0,LS,away,9,2020120603,2737,left
3202598,2020-12-06T20:21:57.100,95.86,27.68,0.05,0.46,0.0,284.37,183.87,None,32436.0,Clark Harris,46.0,LS,away,10,2020120603,2737,left
3202599,2020-12-06T20:21:57.200,95.87,27.66,0.19,1.05,0.02,278.39,160.55,ball_snap,32436.0,Clark Harris,46.0,LS,away,11,2020120603,2737,left
3202600,2020-12-06T20:21:57.300,95.89,27.63,0.38,1.3,0.04,278.39,149.23,None,32436.0,Clark Harris,46.0,LS,away,12,2020120603,2737,left
3202601,2020-12-06T20:21:57.400,95.93,27.58,0.62,1.57,0.06,277.75,141.38,None,32436.0,Clark Harris,46.0,LS,away,13,2020120603,2737,left
3202602,2020-12-06T20:21:57.500,95.98,27.52,0.81,1.43,0.08,282.63,137.84,None,32436.0,Clark Harris,46.0,LS,away,14,2020120603,2737,left
3202603,2020-12-06T20:21:57.600,96.08,27.47,1.02,1.41,0.11,283.91,127.02,None,32436.0,Clark Harris,46.0,LS,away,15,2020120603,2737,left
3202604,2020-12-06T20:21:57.700,96.18,27.41,1.18,1.17,0.12,276.42,122.4,None,32436.0,Clark Harris,46.0,LS,away,16,2020120603,2737,left
3202605,2020-12-06T20:21:57.800,96.28,27.37,1.21,0.8,0.11,276.42,117.4,None,32436.0,Clark Harris,46.0,LS,away,17,2020120603,2737,left
3202606,2020-12-06T20:21:57.900,96.39,27.32,1.22,0.63,0.12,270.21,113.45,None,32436.0,Clark Harris,46.0,LS,away,18,2020120603,2737,left
3202607,2020-12-06T20:21:58.000,96.51,27.27,1.24,0.55,0.13,261.23,111.63,None,32436.0,Clark Harris,46.0,LS,away,19,2020120603,2737,left
3202608,2020-12-06T20:21:58.100,96.63,27.22,1.27,0.49,0.13,255.5,109.64,None,32436.0,Clark Harris,46.0,LS,away,20,2020120603,2737,left
3202609,2020-12-06T20:21:58.200,96.76,27.18,1.3,0.4,0.13,252.19,108.13,None,32436.0,Clark Harris,46.0,LS,away,21,2020120603,2737,left
3202610,2020-12-06T20:21:58.300,96.89,27.14,1.3,0.42,0.13,250.32,106.37,None,32436.0,Clark Harris,46.0,LS,away,22,2020120603,2737,left
3202611,2020-12-06T20:21:58.400,97.01,27.11,1.23,0.61,0.12,248.14,103.06,None,32436.0,Clark Harris,46.0,LS,away,23,2020120603,2737,left
3202612,2020-12-06T20:21:58.500,97.13,27.09,1.15,0.81,0.12,248.89,99.6,None,32436.0,Clark Harris,46.0,LS,away,24,2020120603,2737,left
3202613,2020-12-06T20:21:58.600,97.22,27.08,0.97,1.13,0.1,250.5,96.65,None,32436.0,Clark Harris,46.0,LS,away,25,2020120603,2737,left
3202614,2020-12-06T20:21:58.700,97.29,27.09,0.72,1.7,0.07,252.38,81.45,None,32436.0,Clark Harris,46.0,LS,away,26,2020120603,2737,left
3202615,2020-12-06T20:21:58.800,97.33,27.12,0.49,2.19,0.05,250.16,57.85,None,32436.0,Clark Harris,46.0,LS,away,27,2020120603,2737,left
3202616,2020-12-06T20:21:58.900,97.35,27.15,0.38,2.41,0.04,250.84,20.47,None,32436.0,Clark Harris,46.0,LS,away,28,2020120603,2737,left
3202617,2020-12-06T20:21:59.000,97.32,27.18,0.53,2.66,0.05,262.59,324.76,None,32436.0,Clark Harris,46.0,LS,away,29,2020120603,2737,left
3202618,2020-12-06T20:21:59.100,97.23,27.23,1.01,3.12,0.1,275.6,300.64,None,32436.0,Clark Harris,46.0,LS,away,30,2020120603,2737,left
3202619,2020-12-06T20:21:59.200,97.09,27.3,1.57,3.51,0.15,268.68,294.34,None,32436.0,Clark Harris,46.0,LS,away,31,2020120603,2737,left
3202620,2020-12-06T20:21:59.300,96.93,27.36,1.95,3.22,0.18,273.65,290.46,None,32436.0,Clark Harris,46.0,LS,away,32,2020120603,2737,left
3202621,2020-12-06T20:21:59.400,96.71,27.43,2.34,2.67,0.23,279.63,286.87,punt,32436.0,Clark Harris,46.0,LS,away,33,2020120603,2737,left
3202622,2020-12-06T20:21:59.500,96.42,27.48,2.86,2.74,0.29,293.1,281.32,None,32436.0,Clark Harris,46.0,LS,away,34,2020120603,2737,left
3202623,2020-12-06T20:21:59.600,96.09,27.53,3.31,2.25,0.34,281.97,278.84,None,32436.0,Clark Harris,46.0,LS,away,35,2020120603,2737,left
3202624,2020-12-06T20:21:59.700,95.72,27.58,3.61,1.5,0.37,295.51,276.97,None,32436.0,Clark Harris,46.0,LS,away,36,2020120603,2737,left
3202625,2020-12-06T20:21:59.800,95.27,27.63,4.15,1.27,0.46,297.89,276.02,None,32436.0,Clark Harris,46.0,LS,away,37,2020120603,2737,left
3202626,2020-12-06T20:21:59.900,94.8,27.68,4.46,1.05,0.47,301.21,275.26,None,32436.0,Clark Harris,46.0,LS,away,38,2020120603,2737,left
3202627,2020-12-06T20:22:00.000,94.3,27.71,4.82,1.15,0.5,299.77,273.86,None,32436.0,Clark Harris,46.0,LS,away,39,2020120603,2737,left
3202628,2020-12-06T20:22:00.100,93.79,27.74,5.03,0.69,0.51,297.1,273.35,None,32436.0,Clark Harris,46.0,LS,away,40,2020120603,2737,left
3202629,2020-12-06T20:22:00.200,93.25,27.77,5.37,0.43,0.55,298.72,273.13,None,32436.0,Clark Harris,46.0,LS,away,41,2020120603,2737,left
3202630,2020-12-06T20:22:00.300,92.69,27.81,5.6,0.37,0.56,283.18,273.75,None,32436.0,Clark Harris,46.0,LS,away,42,2020120603,2737,left
3202631,2020-12-06T20:22:00.400,92.12,27.85,5.72,0.15,0.57,287.67,273.75,None,32436.0,Clark Harris,46.0,LS,away,43,2020120603,2737,left
3202632,2020-12-06T20:22:00.500,91.49,27.88,6.03,0.53,0.62,291.02,273.31,None,32436.0,Clark Harris,46.0,LS,away,44,2020120603,2737,left
3202633,2020-12-06T20:22:00.600,90.85,27.93,6.26,0.88,0.65,276.65,273.83,None,32436.0,Clark Harris,46.0,LS,away,45,2020120603,2737,left
3202634,2020-12-06T20:22:00.700,90.18,27.98,6.44,1.03,0.67,275.14,274.32,None,32436.0,Clark Harris,46.0,LS,away,46,2020120603,2737,left
3202635,2020-12-06T20:22:00.800,89.5,28.03,6.57,1.17,0.68,272.66,274.45,None,32436.0,Clark Harris,46.0,LS,away,47,2020120603,2737,left
3202636,2020-12-06T20:22:00.900,88.8,28.08,6.71,1.37,0.7,273.41,274.19,None,32436.0,Clark Harris,46.0,LS,away,48,2020120603,2737,left
3202637,2020-12-06T20:22:01.000,88.1,28.12,6.76,1.49,0.7,261.64,273.73,None,32436.0,Clark Harris,46.0,LS,away,49,2020120603,2737,left
3202638,2020-12-06T20:22:01.100,87.4,28.16,6.83,1.58,0.7,256.05,273.22,None,32436.0,Clark Harris,46.0,LS,away,50,2020120603,2737,left
3202639,2020-12-06T20:22:01.200,86.69,28.2,6.88,1.78,0.71,256.05,272.83,None,32436.0,Clark Harris,46.0,LS,away,51,2020120603,2737,left
3202640,2020-12-06T20:22:01.300,85.96,28.22,7.05,1.72,0.73,260.53,272.04,None,32436.0,Clark Harris,46.0,LS,away,52,2020120603,2737,left
3202641,2020-12-06T20:22:01.400,85.24,28.24,7.05,1.85,0.72,254.78,271.23,None,32436.0,Clark Harris,46.0,LS,away,53,2020120603,2737,left
3202642,2020-12-06T20:22:01.500,84.52,28.25,6.96,2.15,0.71,252.56,270.34,None,32436.0,Clark Harris,46.0,LS,away,54,2020120603,2737,left
3202643,2020-12-06T20:22:01.600,83.8,28.24,6.99,2.26,0.73,250.41,269.39,None,32436.0,Clark Harris,46.0,LS,away,55,2020120603,2737,left
3202644,2020-12-06T20:22:01.700,83.04,28.22,7.17,1.94,0.76,251.89,268.61,None,32436.0,Clark Harris,46.0,LS,away,56,2020120603,2737,left
3202645,2020-12-06T20:22:01.800,82.3,28.22,7.18,1.7,0.74,237.92,268.74,None,32436.0,Clark Harris,46.0,LS,away,57,2020120603,2737,left
3202646,2020-12-06T20:22:01.900,81.56,28.21,7.21,1.48,0.74,232.21,268.77,None,32436.0,Clark Harris,46.0,LS,away,58,2020120603,2737,left
3202647,2020-12-06T20:22:02.000,80.82,28.19,7.19,1.73,0.74,232.97,268.69,None,32436.0,Clark Harris,46.0,LS,away,59,2020120603,2737,left
3202648,2020-12-06T20:22:02.100,80.08,28.17,7.24,1.47,0.74,239.25,268.82,None,32436.0,Clark Harris,46.0,LS,away,60,2020120603,2737,left
3202649,2020-12-06T20:22:02.200,79.33,28.17,7.34,1.36,0.75,237.28,269.62,None,32436.0,Clark Harris,46.0,LS,away,61,2020120603,2737,left
3202650,2020-12-06T20:22:02.300,78.59,28.17,7.3,1.77,0.74,239.71,270.35,None,32436.0,Clark Harris,46.0,LS,away,62,2020120603,2737,left
3202651,2020-12-06T20:22:02.400,77.85,28.19,7.21,2.38,0.74,239.71,271.35,None,32436.0,Clark Harris,46.0,LS,away,63,2020120603,2737,left
3202652,2020-12-06T20:22:02.500,77.08,28.25,7.32,2.42,0.77,240.57,273.51,None,32436.0,Clark Harris,46.0,LS,away,64,2020120603,2737,left
3202653,2020-12-06T20:22:02.600,76.32,28.32,7.36,2.41,0.77,247.64,275.41,None,32436.0,Clark Harris,46.0,LS,away,65,2020120603,2737,left
3202654,2020-12-06T20:22:02.700,75.58,28.41,7.26,2.7,0.74,257.99,276.94,None,32436.0,Clark Harris,46.0,LS,away,66,2020120603,2737,left
3202655,2020-12-06T20:22:02.800,74.84,28.53,7.27,2.86,0.76,272.13,279.34,None,32436.0,Clark Harris,46.0,LS,away,67,2020120603,2737,left
3202656,2020-12-06T20:22:02.900,74.1,28.69,7.27,3.01,0.75,269.63,282.19,None,32436.0,Clark Harris,46.0,LS,away,68,2020120603,2737,left
3202657,2020-12-06T20:22:03.000,73.38,28.87,7.27,2.9,0.74,275.13,284.74,None,32436.0,Clark Harris,46.0,LS,away,69,2020120603,2737,left
3202658,2020-12-06T20:22:03.100,72.67,29.08,7.31,2.8,0.74,278.08,287.14,None,32436.0,Clark Harris,46.0,LS,away,70,2020120603,2737,left
3202659,2020-12-06T20:22:03.200,71.95,29.33,7.44,2.75,0.76,283.48,289.67,None,32436.0,Clark Harris,46.0,LS,away,71,2020120603,2737,left
3202660,2020-12-06T20:22:03.300,71.23,29.61,7.53,2.71,0.77,276.3,291.97,None,32436.0,Clark Harris,46.0,LS,away,72,2020120603,2737,left
3202661,2020-12-06T20:22:03.400,70.52,29.91,7.51,2.78,0.77,284.94,293.65,None,32436.0,Clark Harris,46.0,LS,away,73,2020120603,2737,left
