,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection
11525921,2020-09-13T18:25:21.300,94.66,26.87,0.1,0.08,0.02,43.89,256.62,None,34933.0,Nick Sundberg,57.0,LS,home,1,2020091308,2007,right
11525922,2020-09-13T18:25:21.400,94.64,26.88,0.1,0.08,0.02,47.58,264.08,None,34933.0,Nick Sundberg,57.0,LS,home,2,2020091308,2007,right
11525923,2020-09-13T18:25:21.500,94.63,26.89,0.09,0.08,0.01,50.26,267.58,line_set,34933.0,Nick Sundberg,57.0,LS,home,3,2020091308,2007,right
11525924,2020-09-13T18:25:21.600,94.62,26.92,0.09,0.08,0.03,53.41,277.23,None,34933.0,Nick Sundberg,57.0,LS,home,4,2020091308,2007,right
11525925,2020-09-13T18:25:21.700,94.6,26.91,0.08,0.08,0.02,57.66,275.7,None,34933.0,Nick Sundberg,57.0,LS,home,5,2020091308,2007,right
11525926,2020-09-13T18:25:21.800,94.58,26.92,0.08,0.08,0.01,58.7,277.03,None,34933.0,Nick Sundberg,57.0,LS,home,6,2020091308,2007,right
11525927,2020-09-13T18:25:21.900,94.58,26.92,0.07,0.07,0.01,68.29,277.68,None,34933.0,Nick Sundberg,57.0,LS,home,7,2020091308,2007,right
11525928,2020-09-13T18:25:22.000,94.57,26.92,0.06,0.06,0.01,69.1,277.95,None,34933.0,Nick Sundberg,57.0,LS,home,8,2020091308,2007,right
11525929,2020-09-13T18:25:22.100,94.56,26.92,0.06,0.06,0.02,73.18,276.84,None,34933.0,Nick Sundberg,57.0,LS,home,9,2020091308,2007,right
11525930,2020-09-13T18:25:22.200,94.55,26.92,0.05,0.06,0.0,74.05,277.78,None,34933.0,Nick Sundberg,57.0,LS,home,10,2020091308,2007,right
11525931,2020-09-13T18:25:22.300,94.58,26.94,0.04,0.04,0.03,85.76,284.57,ball_snap,34933.0,Nick Sundberg,57.0,LS,home,11,2020091308,2007,right
11525932,2020-09-13T18:25:22.400,94.58,26.95,0.03,0.22,0.01,89.83,293.38,None,34933.0,Nick Sundberg,57.0,LS,home,12,2020091308,2007,right
11525933,2020-09-13T18:25:22.500,94.58,26.95,0.03,0.53,0.0,99.84,27.59,None,34933.0,Nick Sundberg,57.0,LS,home,13,2020091308,2007,right
11525934,2020-09-13T18:25:22.600,94.59,26.95,0.1,0.79,0.01,109.16,69.97,None,34933.0,Nick Sundberg,57.0,LS,home,14,2020091308,2007,right
11525935,2020-09-13T18:25:22.700,94.6,26.95,0.15,0.54,0.01,114.98,71.86,None,34933.0,Nick Sundberg,57.0,LS,home,15,2020091308,2007,right
11525936,2020-09-13T18:25:22.800,94.6,26.96,0.11,0.11,0.0,118.7,66.11,None,34933.0,Nick Sundberg,57.0,LS,home,16,2020091308,2007,right
11525937,2020-09-13T18:25:22.900,94.6,26.96,0.04,0.19,0.0,119.94,67.65,None,34933.0,Nick Sundberg,57.0,LS,home,17,2020091308,2007,right
11525938,2020-09-13T18:25:23.000,94.58,26.93,0.13,0.42,0.03,111.5,220.36,None,34933.0,Nick Sundberg,57.0,LS,home,18,2020091308,2007,right
11525939,2020-09-13T18:25:23.100,94.57,26.92,0.18,0.46,0.02,111.5,221.16,None,34933.0,Nick Sundberg,57.0,LS,home,19,2020091308,2007,right
11525940,2020-09-13T18:25:23.200,94.57,26.92,0.16,0.27,0.0,108.64,226.6,None,34933.0,Nick Sundberg,57.0,LS,home,20,2020091308,2007,right
11525941,2020-09-13T18:25:23.300,94.55,26.92,0.16,0.29,0.02,102.95,254.42,None,34933.0,Nick Sundberg,57.0,LS,home,21,2020091308,2007,right
11525942,2020-09-13T18:25:23.400,94.55,26.94,0.14,0.5,0.02,89.49,309.49,None,34933.0,Nick Sundberg,57.0,LS,home,22,2020091308,2007,right
11525943,2020-09-13T18:25:23.500,94.55,26.97,0.24,0.85,0.03,86.12,356.17,None,34933.0,Nick Sundberg,57.0,LS,home,23,2020091308,2007,right
11525944,2020-09-13T18:25:23.600,94.57,27.0,0.38,1.05,0.04,71.95,27.34,None,34933.0,Nick Sundberg,57.0,LS,home,24,2020091308,2007,right
11525945,2020-09-13T18:25:23.700,94.6,27.04,0.54,1.1,0.05,63.86,39.9,extra_point_attempt,34933.0,Nick Sundberg,57.0,LS,home,25,2020091308,2007,right
11525946,2020-09-13T18:25:23.800,94.65,27.08,0.72,1.19,0.07,54.49,53.23,None,34933.0,Nick Sundberg,57.0,LS,home,26,2020091308,2007,right
11525947,2020-09-13T18:25:23.900,94.72,27.13,0.87,1.12,0.08,57.07,55.52,None,34933.0,Nick Sundberg,57.0,LS,home,27,2020091308,2007,right
11525948,2020-09-13T18:25:24.000,94.8,27.18,0.99,0.93,0.09,57.78,61.72,None,34933.0,Nick Sundberg,57.0,LS,home,28,2020091308,2007,right
11525949,2020-09-13T18:25:24.100,94.9,27.23,1.15,0.74,0.11,59.31,63.33,None,34933.0,Nick Sundberg,57.0,LS,home,29,2020091308,2007,right
11525950,2020-09-13T18:25:24.200,95.01,27.29,1.26,0.48,0.13,62.26,62.9,None,34933.0,Nick Sundberg,57.0,LS,home,30,2020091308,2007,right
11525951,2020-09-13T18:25:24.300,95.12,27.35,1.29,0.23,0.13,64.08,64.04,None,34933.0,Nick Sundberg,57.0,LS,home,31,2020091308,2007,right
11525952,2020-09-13T18:25:24.400,95.24,27.4,1.29,0.24,0.13,64.08,66.59,None,34933.0,Nick Sundberg,57.0,LS,home,32,2020091308,2007,right
11525953,2020-09-13T18:25:24.500,95.36,27.46,1.3,0.3,0.13,65.8,65.11,None,34933.0,Nick Sundberg,57.0,LS,home,33,2020091308,2007,right
11525954,2020-09-13T18:25:24.600,95.48,27.52,1.27,0.49,0.13,67.81,62.73,None,34933.0,Nick Sundberg,57.0,LS,home,34,2020091308,2007,right
11525955,2020-09-13T18:25:24.700,95.58,27.58,1.21,0.64,0.12,69.83,61.76,None,34933.0,Nick Sundberg,57.0,LS,home,35,2020091308,2007,right
11525956,2020-09-13T18:25:24.800,95.69,27.63,1.15,0.72,0.12,71.42,60.46,None,34933.0,Nick Sundberg,57.0,LS,home,36,2020091308,2007,right
11525957,2020-09-13T18:25:24.900,95.78,27.69,1.08,0.8,0.11,72.34,58.7,None,34933.0,Nick Sundberg,57.0,LS,home,37,2020091308,2007,right
11525958,2020-09-13T18:25:25.000,95.87,27.75,1.01,0.82,0.11,71.29,56.7,None,34933.0,Nick Sundberg,57.0,LS,home,38,2020091308,2007,right
11525959,2020-09-13T18:25:25.100,95.96,27.8,0.95,0.77,0.1,67.32,56.66,None,34933.0,Nick Sundberg,57.0,LS,home,39,2020091308,2007,right
11525960,2020-09-13T18:25:25.200,96.04,27.84,0.87,0.75,0.09,63.01,57.48,None,34933.0,Nick Sundberg,57.0,LS,home,40,2020091308,2007,right
11525961,2020-09-13T18:25:25.300,96.11,27.88,0.81,0.71,0.09,55.62,60.15,None,34933.0,Nick Sundberg,57.0,LS,home,41,2020091308,2007,right
11525962,2020-09-13T18:25:25.400,96.19,27.91,0.75,0.75,0.08,42.0,66.1,None,34933.0,Nick Sundberg,57.0,LS,home,42,2020091308,2007,right
11525963,2020-09-13T18:25:25.500,96.25,27.93,0.63,0.89,0.06,27.1,72.9,None,34933.0,Nick Sundberg,57.0,LS,home,43,2020091308,2007,right
11525964,2020-09-13T18:25:25.600,96.31,27.95,0.57,0.82,0.06,14.78,77.6,None,34933.0,Nick Sundberg,57.0,LS,home,44,2020091308,2007,right
11525965,2020-09-13T18:25:25.700,96.35,27.95,0.42,0.97,0.04,0.28,90.13,None,34933.0,Nick Sundberg,57.0,LS,home,45,2020091308,2007,right
11525966,2020-09-13T18:25:25.800,96.38,27.95,0.33,0.93,0.04,350.21,102.59,None,34933.0,Nick Sundberg,57.0,LS,home,46,2020091308,2007,right
