,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection
7515526,2020-10-25T20:13:06.900,92.37,24.15,0.0,0.0,0.0,131.97,0.39,None,28103.0,Jason Witten,82.0,TE,home,1,2020102511,283,right
7515527,2020-10-25T20:13:07.000,92.37,24.16,0.0,0.0,0.0,131.97,2.06,None,28103.0,Jason Witten,82.0,TE,home,2,2020102511,283,right
7515528,2020-10-25T20:13:07.100,92.37,24.15,0.0,0.0,0.0,131.97,355.32,None,28103.0,Jason Witten,82.0,TE,home,3,2020102511,283,right
7515529,2020-10-25T20:13:07.200,92.37,24.15,0.0,0.0,0.0,131.97,352.86,None,28103.0,Jason Witten,82.0,TE,home,4,2020102511,283,right
7515530,2020-10-25T20:13:07.300,92.37,24.15,0.0,0.0,0.0,131.97,352.83,None,28103.0,Jason Witten,82.0,TE,home,5,2020102511,283,right
7515531,2020-10-25T20:13:07.400,92.37,24.15,0.0,0.0,0.0,131.97,356.07,None,28103.0,Jason Witten,82.0,TE,home,6,2020102511,283,right
7515532,2020-10-25T20:13:07.500,92.37,24.15,0.0,0.0,0.0,131.97,354.99,None,28103.0,Jason Witten,82.0,TE,home,7,2020102511,283,right
7515533,2020-10-25T20:13:07.600,92.37,24.15,0.0,0.0,0.0,131.97,356.98,None,28103.0,Jason Witten,82.0,TE,home,8,2020102511,283,right
7515534,2020-10-25T20:13:07.700,92.37,24.16,0.0,0.0,0.0,131.97,357.61,None,28103.0,Jason Witten,82.0,TE,home,9,2020102511,283,right
7515535,2020-10-25T20:13:07.800,92.37,24.15,0.0,0.0,0.0,131.97,352.74,None,28103.0,Jason Witten,82.0,TE,home,10,2020102511,283,right
7515536,2020-10-25T20:13:07.900,92.37,24.15,0.0,0.0,0.0,131.97,324.58,ball_snap,28103.0,Jason Witten,82.0,TE,home,11,2020102511,283,right
7515537,2020-10-25T20:13:08.000,92.37,24.15,0.01,0.35,0.0,131.97,232.3,None,28103.0,Jason Witten,82.0,TE,home,12,2020102511,283,right
7515538,2020-10-25T20:13:08.100,92.36,24.15,0.11,1.26,0.01,133.83,228.98,None,28103.0,Jason Witten,82.0,TE,home,13,2020102511,283,right
7515539,2020-10-25T20:13:08.200,92.34,24.13,0.33,1.91,0.03,134.85,223.52,None,28103.0,Jason Witten,82.0,TE,home,14,2020102511,283,right
7515540,2020-10-25T20:13:08.300,92.31,24.1,0.56,2.07,0.05,135.99,227.78,None,28103.0,Jason Witten,82.0,TE,home,15,2020102511,283,right
7515541,2020-10-25T20:13:08.400,92.26,24.06,0.75,1.86,0.06,137.5,229.31,None,28103.0,Jason Witten,82.0,TE,home,16,2020102511,283,right
7515542,2020-10-25T20:13:08.500,92.2,24.01,0.86,1.42,0.07,140.71,229.05,None,28103.0,Jason Witten,82.0,TE,home,17,2020102511,283,right
7515543,2020-10-25T20:13:08.600,92.14,23.95,0.92,0.81,0.08,145.32,230.12,None,28103.0,Jason Witten,82.0,TE,home,18,2020102511,283,right
7515544,2020-10-25T20:13:08.700,92.08,23.91,0.88,0.22,0.08,150.83,231.78,None,28103.0,Jason Witten,82.0,TE,home,19,2020102511,283,right
7515545,2020-10-25T20:13:08.800,92.03,23.86,0.76,0.55,0.07,158.02,228.74,None,28103.0,Jason Witten,82.0,TE,home,20,2020102511,283,right
7515546,2020-10-25T20:13:08.900,91.98,23.81,0.66,0.91,0.07,163.66,224.42,None,28103.0,Jason Witten,82.0,TE,home,21,2020102511,283,right
7515547,2020-10-25T20:13:09.000,91.95,23.76,0.51,1.22,0.05,166.79,217.03,None,28103.0,Jason Witten,82.0,TE,home,22,2020102511,283,right
7515548,2020-10-25T20:13:09.100,91.93,23.73,0.34,1.53,0.04,168.88,194.87,None,28103.0,Jason Witten,82.0,TE,home,23,2020102511,283,right
7515549,2020-10-25T20:13:09.200,91.94,23.7,0.24,1.79,0.03,167.91,144.43,None,28103.0,Jason Witten,82.0,TE,home,24,2020102511,283,right
7515550,2020-10-25T20:13:09.300,91.97,23.69,0.34,1.81,0.03,165.41,108.03,None,28103.0,Jason Witten,82.0,TE,home,25,2020102511,283,right
7515551,2020-10-25T20:13:09.400,92.02,23.69,0.58,1.89,0.05,158.79,92.18,extra_point_attempt,28103.0,Jason Witten,82.0,TE,home,26,2020102511,283,right
7515552,2020-10-25T20:13:09.500,92.08,23.69,0.69,1.54,0.06,149.74,83.35,None,28103.0,Jason Witten,82.0,TE,home,27,2020102511,283,right
7515553,2020-10-25T20:13:09.600,92.14,23.71,0.76,1.13,0.07,146.03,78.41,None,28103.0,Jason Witten,82.0,TE,home,28,2020102511,283,right
7515554,2020-10-25T20:13:09.700,92.2,23.73,0.66,0.63,0.06,128.0,68.05,None,28103.0,Jason Witten,82.0,TE,home,29,2020102511,283,right
7515555,2020-10-25T20:13:09.800,92.25,23.75,0.56,0.62,0.05,113.04,63.92,None,28103.0,Jason Witten,82.0,TE,home,30,2020102511,283,right
7515556,2020-10-25T20:13:09.900,92.29,23.77,0.44,0.89,0.04,92.28,56.16,None,28103.0,Jason Witten,82.0,TE,home,31,2020102511,283,right
7515557,2020-10-25T20:13:10.000,92.31,23.8,0.31,1.24,0.03,69.83,33.94,None,28103.0,Jason Witten,82.0,TE,home,32,2020102511,283,right
7515558,2020-10-25T20:13:10.100,92.31,23.82,0.28,1.55,0.03,46.41,352.7,None,28103.0,Jason Witten,82.0,TE,home,33,2020102511,283,right
7515559,2020-10-25T20:13:10.200,92.3,23.85,0.35,1.83,0.03,30.97,323.92,None,28103.0,Jason Witten,82.0,TE,home,34,2020102511,283,right
7515560,2020-10-25T20:13:10.300,92.27,23.88,0.47,1.66,0.04,21.74,302.9,None,28103.0,Jason Witten,82.0,TE,home,35,2020102511,283,right
7515561,2020-10-25T20:13:10.400,92.22,23.9,0.58,1.37,0.05,12.63,289.66,None,28103.0,Jason Witten,82.0,TE,home,36,2020102511,283,right
7515562,2020-10-25T20:13:10.500,92.16,23.92,0.68,1.07,0.06,3.71,284.72,None,28103.0,Jason Witten,82.0,TE,home,37,2020102511,283,right
7515563,2020-10-25T20:13:10.600,92.09,23.94,0.82,0.99,0.07,358.88,281.17,None,28103.0,Jason Witten,82.0,TE,home,38,2020102511,283,right
7515564,2020-10-25T20:13:10.700,92.0,23.95,0.88,0.66,0.09,354.37,280.79,None,28103.0,Jason Witten,82.0,TE,home,39,2020102511,283,right
7515565,2020-10-25T20:13:10.800,91.93,23.97,0.82,0.14,0.08,348.13,285.49,None,28103.0,Jason Witten,82.0,TE,home,40,2020102511,283,right
7515566,2020-10-25T20:13:10.900,91.86,24.0,0.73,0.58,0.08,341.05,292.57,None,28103.0,Jason Witten,82.0,TE,home,41,2020102511,283,right
7515567,2020-10-25T20:13:11.000,91.79,24.03,0.69,0.79,0.07,336.38,297.07,extra_point,28103.0,Jason Witten,82.0,TE,home,42,2020102511,283,right
7515568,2020-10-25T20:13:11.100,91.74,24.06,0.61,1.06,0.06,332.16,307.49,None,28103.0,Jason Witten,82.0,TE,home,43,2020102511,283,right
7515569,2020-10-25T20:13:11.200,91.69,24.1,0.54,1.24,0.06,327.23,321.48,None,28103.0,Jason Witten,82.0,TE,home,44,2020102511,283,right
7515570,2020-10-25T20:13:11.300,91.67,24.14,0.46,1.2,0.05,317.49,333.56,None,28103.0,Jason Witten,82.0,TE,home,45,2020102511,283,right
7515571,2020-10-25T20:13:11.400,91.65,24.18,0.39,1.07,0.04,311.48,345.27,None,28103.0,Jason Witten,82.0,TE,home,46,2020102511,283,right
7515572,2020-10-25T20:13:11.500,91.65,24.21,0.34,0.86,0.04,303.46,354.73,None,28103.0,Jason Witten,82.0,TE,home,47,2020102511,283,right
7515573,2020-10-25T20:13:11.600,91.64,24.24,0.29,0.64,0.03,294.34,0.93,None,28103.0,Jason Witten,82.0,TE,home,48,2020102511,283,right
7515574,2020-10-25T20:13:11.700,91.64,24.26,0.21,0.56,0.02,282.55,2.47,None,28103.0,Jason Witten,82.0,TE,home,49,2020102511,283,right
7515575,2020-10-25T20:13:11.800,91.65,24.28,0.15,0.54,0.02,275.67,10.1,None,28103.0,Jason Witten,82.0,TE,home,50,2020102511,283,right
7515576,2020-10-25T20:13:11.900,91.65,24.29,0.08,0.59,0.01,272.43,28.15,None,28103.0,Jason Witten,82.0,TE,home,51,2020102511,283,right
7515577,2020-10-25T20:13:06.900,94.03,24.16,0.0,0.0,0.0,95.39,301.86,None,35618.0,Sam Young,70.0,T,home,1,2020102511,283,right
7515578,2020-10-25T20:13:07.000,94.04,24.15,0.0,0.0,0.01,97.89,284.2,None,35618.0,Sam Young,70.0,T,home,2,2020102511,283,right
7515579,2020-10-25T20:13:07.100,94.04,24.15,0.0,0.0,0.0,100.5,281.61,None,35618.0,Sam Young,70.0,T,home,3,2020102511,283,right
7515580,2020-10-25T20:13:07.200,94.04,24.15,0.0,0.0,0.0,102.88,277.99,None,35618.0,Sam Young,70.0,T,home,4,2020102511,283,right
7515581,2020-10-25T20:13:07.300,94.04,24.14,0.0,0.0,0.0,103.56,268.5,None,35618.0,Sam Young,70.0,T,home,5,2020102511,283,right
7515582,2020-10-25T20:13:07.400,94.04,24.14,0.0,0.0,0.0,104.69,273.52,None,35618.0,Sam Young,70.0,T,home,6,2020102511,283,right
7515583,2020-10-25T20:13:07.500,94.04,24.15,0.0,0.0,0.0,104.69,281.54,None,35618.0,Sam Young,70.0,T,home,7,2020102511,283,right
7515584,2020-10-25T20:13:07.600,94.04,24.15,0.0,0.0,0.0,103.74,284.11,None,35618.0,Sam Young,70.0,T,home,8,2020102511,283,right
7515585,2020-10-25T20:13:07.700,94.04,24.15,0.0,0.0,0.0,103.74,282.8,None,35618.0,Sam Young,70.0,T,home,9,2020102511,283,right
7515586,2020-10-25T20:13:07.800,94.04,24.15,0.0,0.0,0.0,101.68,276.08,None,35618.0,Sam Young,70.0,T,home,10,2020102511,283,right
7515587,2020-10-25T20:13:07.900,94.03,24.14,0.01,0.15,0.01,110.0,251.87,ball_snap,35618.0,Sam Young,70.0,T,home,11,2020102511,283,right
7515588,2020-10-25T20:13:08.000,94.02,24.15,0.05,0.57,0.01,111.7,275.4,None,35618.0,Sam Young,70.0,T,home,12,2020102511,283,right
7515589,2020-10-25T20:13:08.100,94.0,24.15,0.18,1.0,0.02,122.25,279.5,None,35618.0,Sam Young,70.0,T,home,13,2020102511,283,right
7515590,2020-10-25T20:13:08.200,93.96,24.16,0.35,1.35,0.03,127.26,277.12,None,35618.0,Sam Young,70.0,T,home,14,2020102511,283,right
7515591,2020-10-25T20:13:08.300,93.92,24.16,0.51,1.57,0.04,128.97,277.76,None,35618.0,Sam Young,70.0,T,home,15,2020102511,283,right
7515592,2020-10-25T20:13:08.400,93.85,24.16,0.75,1.68,0.07,133.83,273.52,None,35618.0,Sam Young,70.0,T,home,16,2020102511,283,right
7515593,2020-10-25T20:13:08.500,93.75,24.16,1.0,1.61,0.1,140.33,269.37,None,35618.0,Sam Young,70.0,T,home,17,2020102511,283,right
7515594,2020-10-25T20:13:08.600,93.63,24.15,1.16,1.23,0.11,140.33,265.39,None,35618.0,Sam Young,70.0,T,home,18,2020102511,283,right
7515595,2020-10-25T20:13:08.700,93.52,24.13,1.24,0.75,0.12,139.18,262.35,None,35618.0,Sam Young,70.0,T,home,19,2020102511,283,right
7515596,2020-10-25T20:13:08.800,93.4,24.12,1.26,0.41,0.12,138.31,261.29,None,35618.0,Sam Young,70.0,T,home,20,2020102511,283,right
7515597,2020-10-25T20:13:08.900,93.28,24.1,1.23,0.38,0.12,138.31,260.99,None,35618.0,Sam Young,70.0,T,home,21,2020102511,283,right
7515598,2020-10-25T20:13:09.000,93.16,24.09,1.13,0.79,0.11,134.52,261.46,None,35618.0,Sam Young,70.0,T,home,22,2020102511,283,right
7515599,2020-10-25T20:13:09.100,93.07,24.08,0.93,1.3,0.1,131.47,264.89,None,35618.0,Sam Young,70.0,T,home,23,2020102511,283,right
7515600,2020-10-25T20:13:09.200,92.99,24.08,0.74,1.61,0.08,124.93,271.36,None,35618.0,Sam Young,70.0,T,home,24,2020102511,283,right
7515601,2020-10-25T20:13:09.300,92.93,24.08,0.56,1.68,0.06,121.64,277.98,None,35618.0,Sam Young,70.0,T,home,25,2020102511,283,right
7515602,2020-10-25T20:13:09.400,92.89,24.09,0.38,1.57,0.04,122.85,289.68,extra_point_attempt,35618.0,Sam Young,70.0,T,home,26,2020102511,283,right
7515603,2020-10-25T20:13:09.500,92.87,24.12,0.25,1.56,0.03,126.85,334.97,None,35618.0,Sam Young,70.0,T,home,27,2020102511,283,right
7515604,2020-10-25T20:13:09.600,92.87,24.14,0.25,1.23,0.02,132.31,7.01,None,35618.0,Sam Young,70.0,T,home,28,2020102511,283,right
7515605,2020-10-25T20:13:09.700,92.87,24.16,0.29,0.86,0.02,138.43,19.73,None,35618.0,Sam Young,70.0,T,home,29,2020102511,283,right
7515606,2020-10-25T20:13:09.800,92.88,24.19,0.31,0.56,0.03,142.44,30.47,None,35618.0,Sam Young,70.0,T,home,30,2020102511,283,right
7515607,2020-10-25T20:13:09.900,92.89,24.22,0.33,0.23,0.03,148.79,26.22,None,35618.0,Sam Young,70.0,T,home,31,2020102511,283,right
7515608,2020-10-25T20:13:10.000,92.89,24.25,0.32,0.06,0.03,150.87,19.83,None,35618.0,Sam Young,70.0,T,home,32,2020102511,283,right
7515609,2020-10-25T20:13:10.100,92.92,24.29,0.37,0.07,0.05,155.67,23.2,None,35618.0,Sam Young,70.0,T,home,33,2020102511,283,right
7515610,2020-10-25T20:13:10.200,92.93,24.34,0.41,0.1,0.05,158.41,20.83,None,35618.0,Sam Young,70.0,T,home,34,2020102511,283,right
7515611,2020-10-25T20:13:10.300,92.95,24.38,0.45,0.07,0.05,162.64,22.21,None,35618.0,Sam Young,70.0,T,home,35,2020102511,283,right
7515612,2020-10-25T20:13:10.400,92.98,24.43,0.49,0.06,0.05,167.17,25.6,None,35618.0,Sam Young,70.0,T,home,36,2020102511,283,right
7515613,2020-10-25T20:13:10.500,93.0,24.47,0.48,0.06,0.05,170.17,25.49,None,35618.0,Sam Young,70.0,T,home,37,2020102511,283,right
7515614,2020-10-25T20:13:10.600,93.01,24.51,0.45,0.17,0.04,175.69,25.58,None,35618.0,Sam Young,70.0,T,home,38,2020102511,283,right
7515615,2020-10-25T20:13:10.700,93.03,24.55,0.4,0.28,0.04,180.41,24.92,None,35618.0,Sam Young,70.0,T,home,39,2020102511,283,right
7515616,2020-10-25T20:13:10.800,93.03,24.58,0.37,0.35,0.04,184.49,16.82,None,35618.0,Sam Young,70.0,T,home,40,2020102511,283,right
7515617,2020-10-25T20:13:10.900,93.04,24.62,0.37,0.34,0.04,188.87,11.65,None,35618.0,Sam Young,70.0,T,home,41,2020102511,283,right
7515618,2020-10-25T20:13:11.000,93.04,24.67,0.37,0.39,0.04,194.61,358.71,extra_point,35618.0,Sam Young,70.0,T,home,42,2020102511,283,right
7515619,2020-10-25T20:13:11.100,93.03,24.7,0.35,0.38,0.04,199.71,352.14,None,35618.0,Sam Young,70.0,T,home,43,2020102511,283,right
7515620,2020-10-25T20:13:11.200,93.04,24.73,0.29,0.32,0.02,205.34,354.27,None,35618.0,Sam Young,70.0,T,home,44,2020102511,283,right
7515621,2020-10-25T20:13:11.300,93.04,24.75,0.24,0.31,0.02,210.09,1.43,None,35618.0,Sam Young,70.0,T,home,45,2020102511,283,right
7515622,2020-10-25T20:13:11.400,93.04,24.78,0.25,0.21,0.03,215.49,359.61,None,35618.0,Sam Young,70.0,T,home,46,2020102511,283,right
7515623,2020-10-25T20:13:11.500,93.05,24.79,0.19,0.29,0.02,219.61,3.97,None,35618.0,Sam Young,70.0,T,home,47,2020102511,283,right
7515624,2020-10-25T20:13:11.600,93.05,24.8,0.12,0.42,0.01,223.24,19.48,None,35618.0,Sam Young,70.0,T,home,48,2020102511,283,right
7515625,2020-10-25T20:13:11.700,93.06,24.81,0.07,0.42,0.01,225.1,43.58,None,35618.0,Sam Young,70.0,T,home,49,2020102511,283,right
7515626,2020-10-25T20:13:11.800,93.06,24.8,0.04,0.47,0.01,225.1,146.59,None,35618.0,Sam Young,70.0,T,home,50,2020102511,283,right
7515627,2020-10-25T20:13:11.900,93.05,24.79,0.09,0.45,0.01,225.1,179.48,None,35618.0,Sam Young,70.0,T,home,51,2020102511,283,right
7515628,2020-10-25T20:13:06.900,92.43,29.49,0.0,0.0,0.0,53.34,307.42,None,39109.0,Derek Carrier,85.0,TE,home,1,2020102511,283,right
7515629,2020-10-25T20:13:07.000,92.43,29.49,0.0,0.0,0.0,53.34,303.68,None,39109.0,Derek Carrier,85.0,TE,home,2,2020102511,283,right
7515630,2020-10-25T20:13:07.100,92.43,29.49,0.0,0.0,0.0,53.34,304.43,None,39109.0,Derek Carrier,85.0,TE,home,3,2020102511,283,right
7515631,2020-10-25T20:13:07.200,92.43,29.49,0.0,0.0,0.0,53.34,305.47,None,39109.0,Derek Carrier,85.0,TE,home,4,2020102511,283,right
7515632,2020-10-25T20:13:07.300,92.43,29.49,0.0,0.0,0.0,53.34,305.86,None,39109.0,Derek Carrier,85.0,TE,home,5,2020102511,283,right
7515633,2020-10-25T20:13:07.400,92.43,29.49,0.0,0.0,0.0,53.34,313.67,None,39109.0,Derek Carrier,85.0,TE,home,6,2020102511,283,right
7515634,2020-10-25T20:13:07.500,92.43,29.49,0.0,0.0,0.0,53.34,321.43,None,39109.0,Derek Carrier,85.0,TE,home,7,2020102511,283,right
7515635,2020-10-25T20:13:07.600,92.43,29.49,0.0,0.0,0.0,53.34,318.74,None,39109.0,Derek Carrier,85.0,TE,home,8,2020102511,283,right
7515636,2020-10-25T20:13:07.700,92.43,29.49,0.0,0.0,0.0,53.34,314.22,None,39109.0,Derek Carrier,85.0,TE,home,9,2020102511,283,right
7515637,2020-10-25T20:13:07.800,92.43,29.49,0.0,0.0,0.0,53.34,302.63,None,39109.0,Derek Carrier,85.0,TE,home,10,2020102511,283,right
7515638,2020-10-25T20:13:07.900,92.43,29.49,0.0,0.0,0.0,53.34,312.3,ball_snap,39109.0,Derek Carrier,85.0,TE,home,11,2020102511,283,right
7515639,2020-10-25T20:13:08.000,92.43,29.49,0.0,0.0,0.0,53.34,324.94,None,39109.0,Derek Carrier,85.0,TE,home,12,2020102511,283,right
7515640,2020-10-25T20:13:08.100,92.43,29.49,0.0,0.0,0.0,53.34,359.35,None,39109.0,Derek Carrier,85.0,TE,home,13,2020102511,283,right
7515641,2020-10-25T20:13:08.200,92.44,29.49,0.01,0.14,0.0,52.73,103.66,None,39109.0,Derek Carrier,85.0,TE,home,14,2020102511,283,right
7515642,2020-10-25T20:13:08.300,92.44,29.49,0.02,0.19,0.0,52.73,80.36,None,39109.0,Derek Carrier,85.0,TE,home,15,2020102511,283,right
7515643,2020-10-25T20:13:08.400,92.44,29.49,0.03,0.16,0.0,51.75,60.31,None,39109.0,Derek Carrier,85.0,TE,home,16,2020102511,283,right
7515644,2020-10-25T20:13:08.500,92.44,29.5,0.05,0.15,0.0,51.75,42.39,None,39109.0,Derek Carrier,85.0,TE,home,17,2020102511,283,right
7515645,2020-10-25T20:13:08.600,92.43,29.5,0.06,0.26,0.01,50.98,332.39,None,39109.0,Derek Carrier,85.0,TE,home,18,2020102511,283,right
7515646,2020-10-25T20:13:08.700,92.41,29.52,0.21,0.69,0.03,49.06,306.96,None,39109.0,Derek Carrier,85.0,TE,home,19,2020102511,283,right
7515647,2020-10-25T20:13:08.800,92.38,29.54,0.35,0.93,0.04,47.78,302.37,None,39109.0,Derek Carrier,85.0,TE,home,20,2020102511,283,right
7515648,2020-10-25T20:13:08.900,92.32,29.56,0.55,1.45,0.06,47.78,298.94,None,39109.0,Derek Carrier,85.0,TE,home,21,2020102511,283,right
7515649,2020-10-25T20:13:09.000,92.26,29.6,0.73,1.5,0.07,47.78,297.14,None,39109.0,Derek Carrier,85.0,TE,home,22,2020102511,283,right
7515650,2020-10-25T20:13:09.100,92.19,29.63,0.9,1.42,0.08,49.2,295.63,None,39109.0,Derek Carrier,85.0,TE,home,23,2020102511,283,right
7515651,2020-10-25T20:13:09.200,92.1,29.67,1.05,1.28,0.1,53.9,293.11,None,39109.0,Derek Carrier,85.0,TE,home,24,2020102511,283,right
7515652,2020-10-25T20:13:09.300,91.99,29.71,1.18,1.08,0.11,60.46,291.99,None,39109.0,Derek Carrier,85.0,TE,home,25,2020102511,283,right
7515653,2020-10-25T20:13:09.400,91.87,29.76,1.34,1.05,0.13,73.09,289.7,extra_point_attempt,39109.0,Derek Carrier,85.0,TE,home,26,2020102511,283,right
7515654,2020-10-25T20:13:09.500,91.73,29.81,1.49,0.99,0.15,83.53,289.05,None,39109.0,Derek Carrier,85.0,TE,home,27,2020102511,283,right
