,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection
10660293,2020-09-20T17:47:03.500,100.05,23.47,0.0,0.0,0.0,286.66,230.52,None,35527.0,Andre Roberts,18.0,WR,away,1,2020092004,1033,right
10660294,2020-09-20T17:47:03.600,100.05,23.47,0.0,0.0,0.0,286.66,226.8,None,35527.0,Andre Roberts,18.0,WR,away,2,2020092004,1033,right
10660295,2020-09-20T17:47:03.700,100.05,23.47,0.0,0.0,0.0,286.66,214.84,None,35527.0,Andre Roberts,18.0,WR,away,3,2020092004,1033,right
10660296,2020-09-20T17:47:03.800,100.05,23.47,0.0,0.0,0.0,286.66,210.92,None,35527.0,Andre Roberts,18.0,WR,away,4,2020092004,1033,right
10660297,2020-09-20T17:47:03.900,100.05,23.47,0.0,0.0,0.0,286.66,210.77,None,35527.0,Andre Roberts,18.0,WR,away,5,2020092004,1033,right
10660298,2020-09-20T17:47:04.000,100.05,23.47,0.0,0.0,0.0,286.66,188.12,None,35527.0,Andre Roberts,18.0,WR,away,6,2020092004,1033,right
10660299,2020-09-20T17:47:04.100,100.06,23.47,0.0,0.0,0.0,286.66,168.51,None,35527.0,Andre Roberts,18.0,WR,away,7,2020092004,1033,right
10660300,2020-09-20T17:47:04.200,100.06,23.47,0.0,0.0,0.0,286.66,167.39,None,35527.0,Andre Roberts,18.0,WR,away,8,2020092004,1033,right
10660301,2020-09-20T17:47:04.300,100.05,23.47,0.0,0.0,0.0,286.66,181.07,None,35527.0,Andre Roberts,18.0,WR,away,9,2020092004,1033,right
10660302,2020-09-20T17:47:04.400,100.05,23.47,0.0,0.0,0.0,286.66,177.03,None,35527.0,Andre Roberts,18.0,WR,away,10,2020092004,1033,right
10660303,2020-09-20T17:47:04.500,100.05,23.47,0.0,0.0,0.0,286.66,195.35,ball_snap,35527.0,Andre Roberts,18.0,WR,away,11,2020092004,1033,right
10660304,2020-09-20T17:47:04.600,100.05,23.47,0.0,0.06,0.0,286.66,269.28,None,35527.0,Andre Roberts,18.0,WR,away,12,2020092004,1033,right
10660305,2020-09-20T17:47:04.700,100.05,23.47,0.01,0.13,0.0,286.66,278.64,None,35527.0,Andre Roberts,18.0,WR,away,13,2020092004,1033,right
10660306,2020-09-20T17:47:04.800,100.05,23.46,0.06,0.41,0.01,286.66,212.4,None,35527.0,Andre Roberts,18.0,WR,away,14,2020092004,1033,right
10660307,2020-09-20T17:47:04.900,100.05,23.46,0.11,0.48,0.01,286.66,207.93,None,35527.0,Andre Roberts,18.0,WR,away,15,2020092004,1033,right
10660308,2020-09-20T17:47:05.000,100.04,23.45,0.14,0.39,0.01,285.81,204.71,None,35527.0,Andre Roberts,18.0,WR,away,16,2020092004,1033,right
10660309,2020-09-20T17:47:05.100,100.04,23.43,0.15,0.29,0.01,285.81,194.67,None,35527.0,Andre Roberts,18.0,WR,away,17,2020092004,1033,right
